Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y
1.00,-0.40,-1.09,-0.45,-1.15,-0.69,-3.05,1.06,1
1.00,-0.49,-1.17,-0.67,-1.11,-0.77,-3.09,0.07,1
1.00,-0.54,-0.98,-0.66,-0.94,-0.79,-3.71,-0.05,1
1.00,-0.43,-1.18,-0.73,-0.88,-0.60,-2.14,0.66,1
1.00,-0.79,-1.04,-0.46,-1.00,-0.60,-3.78,0.31,1
1.00,-0.42,-0.90,-0.52,-0.94,-0.77,-2.66,-0.04,1
1.00,-0.51,-0.96,-0.73,-0.98,-0.67,-2.43,1.13,1
1.00,-0.41,-0.99,-0.45,-1.05,-0.61,-3.55,0.05,1
1.00,-0.45,-1.04,-0.70,-1.19,-0.49,-0.81,0.13,1
1.00,-0.59,-1.08,-0.54,-0.96,-0.52,-3.24,0.12,1
1.00,-0.42,-0.88,-0.43,-0.85,-0.45,-1.56,0.06,1
1.00,-0.56,-0.94,-0.54,-0.99,-0.75,-2.64,0.32,1
1.00,-0.54,-0.89,-0.65,-1.03,-0.69,-1.57,0.60,1
1.00,-0.55,-0.86,-0.64,-0.87,-0.56,-0.98,-0.02,1
1.00,-0.47,-0.99,-0.75,-1.14,-0.72,-3.14,-0.05,1
1.00,-0.76,-0.97,-0.52,-0.90,-0.68,-1.27,0.84,1
1.00,-0.59,-1.11,-0.77,-0.90,-0.44,-4.00,0.99,1
1.00,-0.79,-0.89,-0.64,-1.12,-0.76,-0.98,1.22,1
1.00,-0.63,-0.89,-0.80,-0.94,-0.75,-1.24,0.55,1
1.00,-0.45,-1.08,-0.51,-1.04,-0.45,-3.56,1.16,1
1.00,-0.70,-1.00,-0.61,-1.16,-0.55,-2.73,-0.15,1
1.00,-0.65,-1.12,-0.70,-1.16,-0.46,-0.81,0.02,1
1.00,-0.47,-0.97,-0.79,-1.17,-0.50,-1.40,0.64,1
1.00,-0.54,-0.96,-0.67,-1.12,-0.79,-3.89,1.08,1
1.00,-0.54,-0.90,-0.71,-1.00,-0.47,-3.24,0.63,1
1.00,-0.40,-1.00,-0.45,-1.10,-0.70,-1.89,1.23,1
1.00,-0.45,-1.19,-0.46,-1.03,-0.68,-2.11,0.93,1
1.00,-0.69,-1.00,-0.61,-0.95,-0.60,-4.07,0.80,1
1.00,-0.53,-1.12,-0.77,-0.86,-0.77,-3.67,0.84,1
1.00,-0.47,-1.17,-0.45,-1.19,-0.69,-4.33,0.66,1
1.00,-0.76,-1.15,-0.50,-1.15,-0.57,-1.48,0.61,1
1.00,-0.45,-0.92,-0.74,-1.07,-0.44,-3.15,0.30,1
1.00,-0.71,-0.97,-0.43,-0.93,-0.71,-3.83,1.24,1
1.00,-0.53,-1.18,-0.59,-1.04,-0.47,-3.21,0.81,1
1.00,-0.76,-0.90,-0.67,-0.89,-0.75,-2.26,1.12,1
1.00,-0.78,-1.05,-0.50,-1.19,-0.64,-4.26,0.92,1
1.00,-0.78,-1.01,-0.64,-1.15,-0.78,-1.90,0.71,1
1.00,-0.78,-1.09,-0.77,-0.95,-0.65,-3.38,0.40,1
1.00,-0.55,-0.93,-0.66,-1.20,-0.68,-0.86,0.79,1
1.00,-0.63,-0.86,-0.69,-1.06,-0.49,-4.43,0.01,1
1.00,-0.72,-1.08,-0.66,-1.16,-0.47,-3.15,-0.09,1
1.00,-0.67,-0.88,-0.50,-1.06,-0.61,-0.90,0.43,1
1.00,-0.60,-0.94,-0.62,-1.08,-0.40,-1.38,0.19,1
1.00,-0.79,-0.99,-0.78,-0.89,-0.72,-3.67,0.28,1
1.00,-0.65,-1.13,-0.48,-1.18,-0.73,-3.60,1.13,1
1.00,-0.42,-1.04,-0.71,-0.88,-0.43,-3.38,1.20,1
1.00,-0.53,-1.17,-0.70,-0.88,-0.49,-1.33,0.17,1
1.00,-0.56,-1.01,-0.73,-1.12,-0.55,-1.01,-0.11,1
1.00,-0.45,-1.12,-0.80,-1.05,-0.68,-1.86,0.90,1
1.00,-0.56,-1.14,-0.76,-0.89,-0.45,-2.39,1.18,1
1.00,-0.43,-0.87,-0.77,-1.04,-0.49,-3.79,0.68,1
1.00,-0.45,-0.87,-0.77,-0.92,-0.53,-3.28,0.09,1
1.00,-0.67,-1.11,-0.44,-1.20,-0.72,-2.19,0.94,1
1.00,-0.77,-0.93,-0.70,-1.00,-0.52,-4.45,-0.03,1
1.00,-0.62,-0.87,-0.70,-1.16,-0.55,-2.11,0.77,1
1.00,-0.54,-0.86,-0.57,-1.03,-0.74,-2.63,0.18,1
1.00,-0.75,-0.90,-0.61,-1.08,-0.60,-3.60,-0.07,1
1.00,-0.69,-1.16,-0.67,-1.04,-0.57,-4.12,1.02,1
1.00,-0.68,-1.04,-0.45,-0.92,-0.58,-3.07,1.04,1
1.00,-0.72,-1.07,-0.75,-1.14,-0.57,-2.43,0.57,1
1.00,-0.49,-1.05,-0.75,-0.87,-0.62,-2.38,0.22,1
1.00,-0.72,-1.07,-0.73,-0.91,-0.46,-3.95,0.43,1
1.00,-0.79,-1.18,-0.52,-1.14,-0.47,-2.45,0.82,1
1.00,-0.57,-0.92,-0.52,-0.94,-0.52,-3.92,0.20,1
1.00,-0.77,-1.20,-0.54,-0.99,-0.51,-1.36,0.78,1
1.00,-0.65,-1.20,-0.69,-0.95,-0.48,-3.41,1.08,1
1.00,-0.48,-1.14,-0.79,-1.12,-0.43,-2.56,0.04,1
1.00,-0.43,-1.04,-0.49,-0.93,-0.78,-3.33,1.10,1
1.00,-0.49,-0.89,-0.59,-0.92,-0.74,-4.29,-0.11,1
1.00,-0.42,-1.01,-0.47,-0.92,-0.59,-2.22,0.05,1
1.00,-0.44,-1.08,-0.41,-0.87,-0.62,-2.67,0.74,1
1.00,-0.41,-1.13,-0.52,-0.87,-0.51,-2.88,0.47,1
1.00,-0.46,-1.11,-0.57,-1.15,-0.51,-3.37,-0.12,1
1.00,-0.76,-0.90,-0.68,-1.20,-0.55,-1.78,1.28,1
1.00,-0.50,-1.02,-0.78,-1.15,-0.79,-3.27,0.68,1
1.00,-0.74,-1.20,-0.42,-1.12,-0.75,-1.42,0.79,1
1.00,-0.54,-1.03,-0.63,-0.90,-0.62,-1.70,0.35,1
1.00,-0.48,-1.17,-0.73,-0.87,-0.76,-3.76,0.29,1
1.00,-0.75,-1.13,-0.65,-1.16,-0.63,-3.02,0.30,1
1.00,-0.76,-0.87,-0.69,-0.86,-0.42,-1.11,0.28,1
1.00,-0.58,-1.09,-0.61,-1.10,-0.72,-2.25,-0.13,1
1.00,-0.48,-1.09,-0.40,-0.89,-0.46,-4.42,0.67,1
1.00,-0.62,-1.13,-0.60,-0.95,-0.58,-4.10,0.48,1
1.00,-0.42,-1.14,-0.72,-1.13,-0.56,-2.25,1.08,1
1.00,-0.61,-1.10,-0.68,-1.08,-0.65,-3.32,-0.06,1
1.00,-0.71,-1.12,-0.65,-0.96,-0.77,-1.18,0.03,1
1.00,-0.58,-1.09,-0.51,-1.08,-0.80,-2.53,0.77,1
1.00,-0.78,-1.02,-0.55,-0.94,-0.62,-1.72,0.73,1
1.00,-0.63,-1.09,-0.57,-1.08,-0.64,-1.33,0.28,1
1.00,-0.69,-1.07,-0.75,-0.87,-0.58,-0.94,1.15,1
1.00,-0.67,-1.19,-0.44,-0.86,-0.67,-3.31,-0.06,1
1.00,-0.78,-0.88,-0.51,-0.92,-0.46,-4.18,0.68,1
1.00,-0.70,-1.15,-0.75,-0.97,-0.72,-3.54,0.49,1
1.00,-0.45,-0.86,-0.61,-0.98,-0.48,-2.37,0.66,1
1.00,-0.53,-0.96,-0.52,-0.90,-0.56,-2.78,-0.10,1
1.00,-0.44,-1.11,-0.42,-0.95,-0.41,-1.36,1.26,1
1.00,-0.79,-0.90,-0.80,-0.91,-0.73,-3.74,0.76,1
1.00,-0.62,-1.00,-0.75,-1.01,-0.47,-4.05,0.57,1
1.00,-0.55,-1.19,-0.52,-1.18,-0.71,-3.67,0.67,1
1.00,-0.54,-1.18,-0.55,-0.93,-0.60,-4.11,1.15,1
1.00,-0.64,-1.06,-0.48,-0.87,-0.66,-2.18,0.91,1
1.00,-0.58,-1.05,-0.69,-0.99,-0.67,-1.56,0.96,1
1.00,-0.69,-1.05,-0.63,-1.09,-0.53,-1.91,-0.02,1
1.00,-0.72,-0.99,-0.79,-1.07,-0.65,-1.47,0.33,1
1.00,-0.46,-0.89,-0.57,-1.13,-0.46,-2.35,0.63,1
1.00,-0.69,-0.87,-0.54,-0.92,-0.73,-3.66,0.35,1
1.00,-0.74,-0.89,-0.65,-1.08,-0.60,-4.49,1.28,1
1.00,-0.69,-1.18,-0.75,-1.14,-0.53,-0.93,0.95,1
1.00,-0.64,-1.04,-0.63,-1.00,-0.64,-1.60,0.11,1
1.00,-0.69,-1.07,-0.77,-1.09,-0.76,-0.90,0.91,1
1.00,-0.46,-1.20,-0.49,-1.09,-0.74,-4.32,0.17,1
1.00,-0.42,-1.12,-0.61,-0.89,-0.43,-3.81,0.76,1
1.00,-0.52,-1.19,-0.64,-1.14,-0.54,-3.82,0.45,1
1.00,-0.69,-1.12,-0.43,-0.96,-0.78,-3.76,0.02,1
1.00,-0.79,-0.96,-0.78,-1.19,-0.49,-3.57,0.85,1
1.00,-0.53,-1.12,-0.77,-0.90,-0.44,-3.75,0.11,1
1.00,-0.53,-1.20,-0.47,-0.88,-0.55,-1.02,0.95,1
1.00,-0.55,-1.00,-0.45,-1.03,-0.66,-3.42,0.31,1
1.00,-0.73,-1.15,-0.56,-0.99,-0.58,-3.61,-0.11,1
1.00,-0.73,-1.09,-0.64,-1.01,-0.41,-2.44,0.71,1
1.00,-0.56,-1.07,-0.59,-0.95,-0.72,-4.46,0.18,1
1.00,-0.41,-1.11,-0.79,-1.05,-0.41,-1.44,0.30,1
1.00,-0.72,-1.19,-0.45,-1.08,-0.63,-1.28,-0.08,1
1.00,-0.63,-1.18,-0.40,-0.90,-0.75,-3.01,1.24,1
1.00,-0.72,-0.89,-0.67,-0.95,-0.79,-3.47,1.00,1
1.00,-0.64,-1.05,-0.51,-0.99,-0.64,-0.95,0.54,1
1.00,-0.77,-0.87,-0.44,-1.14,-0.50,-3.04,1.08,1
1.00,-0.58,-1.02,-0.53,-1.11,-0.75,-1.88,0.27,1
1.00,-0.69,-1.15,-0.67,-1.12,-0.80,-1.31,0.46,1
1.00,-0.64,-1.02,-0.71,-0.90,-0.70,-3.17,0.59,1
1.00,-0.67,-0.94,-0.65,-0.92,-0.52,-2.20,0.84,1
1.00,-0.72,-1.18,-0.44,-1.05,-0.70,-2.19,0.64,1
1.00,-0.65,-1.01,-0.48,-0.97,-0.43,-1.61,0.27,1
1.00,-0.50,-0.92,-0.79,-1.06,-0.75,-1.68,0.63,1
1.00,-0.51,-1.13,-0.69,-0.99,-0.76,-3.26,0.76,1
1.00,-0.40,-1.13,-0.69,-1.16,-0.45,-1.48,1.25,1
1.00,-0.59,-0.88,-0.78,-0.93,-0.59,-2.27,0.85,1
1.00,-0.72,-0.97,-0.43,-1.13,-0.48,-2.51,0.44,1
1.00,-0.64,-0.97,-0.59,-0.99,-0.65,-0.92,1.11,1
1.00,-0.70,-0.86,-0.67,-1.06,-0.78,-3.54,1.04,1
1.00,-0.42,-1.04,-0.70,-0.90,-0.62,-3.89,0.74,1
1.00,-0.40,-1.18,-0.48,-1.08,-0.65,-4.46,0.73,1
1.00,-0.68,-1.08,-0.54,-1.08,-0.79,-1.28,-0.08,1
1.00,-0.50,-0.89,-0.64,-1.07,-0.60,-3.62,0.39,1
1.00,-0.54,-0.91,-0.50,-1.14,-0.48,-2.13,0.71,1
1.00,-0.77,-0.92,-0.73,-1.17,-0.41,-1.47,0.25,1
1.00,-0.42,-0.94,-0.80,-0.94,-0.61,-1.09,1.10,1
1.00,-0.53,-1.05,-0.68,-1.12,-0.45,-2.83,1.29,1
1.00,-0.73,-1.08,-0.44,-0.97,-0.54,-2.71,1.15,1
1.00,-0.68,-1.16,-0.48,-1.07,-0.70,-3.34,0.71,1
1.00,-0.46,-1.14,-0.50,-0.87,-0.47,-2.65,0.61,1
1.00,-0.51,-1.15,-0.63,-0.87,-0.64,-2.24,0.54,1
1.00,-0.77,-1.09,-0.51,-1.10,-0.43,-1.25,0.29,1
1.00,-0.49,-1.15,-0.66,-1.03,-0.67,-1.38,1.18,1
1.00,-0.41,-0.94,-0.41,-1.19,-0.76,-4.46,0.14,1
1.00,-0.42,-1.02,-0.66,-1.00,-0.52,-3.20,1.04,1
1.00,-0.49,-0.98,-0.75,-0.93,-0.42,-3.46,0.18,1
1.00,-0.79,-0.94,-0.65,-1.01,-0.76,-1.58,0.48,1
1.00,-0.65,-0.89,-0.42,-1.09,-0.76,-3.73,0.88,1
1.00,-0.41,-0.95,-0.60,-0.91,-0.49,-3.82,0.42,1
1.00,-0.41,-1.00,-0.78,-1.17,-0.44,-2.23,1.19,1
1.00,-0.59,-0.89,-0.50,-0.97,-0.54,-3.11,0.40,1
1.00,-0.52,-0.98,-0.55,-0.87,-0.44,-2.14,0.34,1
1.00,-0.63,-1.00,-0.45,-1.00,-0.69,-1.44,1.03,1
1.00,-0.52,-0.91,-0.44,-0.89,-0.70,-2.90,0.69,1
1.00,-0.53,-0.85,-0.54,-1.06,-0.72,-2.18,0.50,1
1.00,-0.75,-0.89,-0.56,-1.05,-0.46,-3.50,0.32,1
1.00,-0.59,-0.91,-0.72,-1.15,-0.66,-2.25,1.03,1
1.00,-0.43,-0.90,-0.51,-0.89,-0.67,-3.97,0.12,1
1.00,-0.44,-1.08,-0.65,-1.08,-0.55,-3.46,1.24,1
1.00,-0.44,-1.01,-0.44,-0.98,-0.59,-3.08,-0.05,1
1.00,-0.64,-1.09,-0.51,-1.09,-0.49,-2.85,0.17,1
1.00,-0.59,-1.04,-0.52,-0.90,-0.51,-0.82,1.19,1
1.00,-0.66,-1.05,-0.43,-1.04,-0.79,-3.91,1.14,1
1.00,-0.47,-1.17,-0.53,-1.11,-0.70,-3.56,0.79,1
1.00,-0.75,-1.02,-0.70,-0.87,-0.59,-2.14,0.29,1
1.00,-0.55,-1.14,-0.46,-1.09,-0.62,-4.39,0.44,1
1.00,-0.68,-1.03,-0.57,-1.05,-0.74,-3.54,0.22,1
1.00,-0.60,-0.89,-0.66,-0.93,-0.77,-4.30,0.70,1
1.00,-0.73,-1.12,-0.78,-1.08,-0.59,-1.46,1.16,1
1.00,-0.63,-1.17,-0.54,-1.10,-0.68,-1.82,0.11,1
1.00,-0.64,-0.93,-0.62,-0.88,-0.52,-1.61,0.24,1
1.00,-0.46,-1.14,-0.57,-0.95,-0.50,-2.15,1.25,1
1.00,-0.63,-1.04,-0.49,-0.94,-0.55,-2.84,0.33,1
1.00,-0.51,-1.18,-0.57,-0.98,-0.72,-3.36,-0.07,1
1.00,-0.45,-1.08,-0.47,-0.90,-0.74,-3.00,0.25,1
1.00,-0.57,-1.01,-0.77,-0.98,-0.72,-2.48,0.29,1
1.00,-0.44,-1.02,-0.79,-1.07,-0.48,-2.12,0.42,1
1.00,-0.68,-1.10,-0.50,-1.03,-0.64,-4.23,0.92,1
1.00,-0.54,-1.06,-0.58,-1.03,-0.71,-2.86,1.04,1
1.00,-0.54,-0.93,-0.69,-0.86,-0.77,-1.84,0.89,1
1.00,-0.50,-1.10,-0.40,-1.04,-0.77,-2.55,0.98,1
1.00,-0.63,-1.05,-0.61,-1.08,-0.74,-4.20,0.33,1
1.00,-0.72,-0.99,-0.51,-0.89,-0.73,-1.44,1.13,1
1.00,-0.48,-0.94,-0.70,-1.14,-0.56,-1.61,0.69,1
1.00,-0.61,-1.07,-0.66,-0.98,-0.65,-0.86,0.96,1
1.00,-0.59,-0.99,-0.65,-0.98,-0.71,-1.45,1.00,1
1.00,-0.65,-0.90,-0.78,-1.19,-0.67,-2.47,0.29,1
1.00,-0.67,-1.16,-0.62,-1.11,-0.77,-1.70,0.25,1
1.00,-0.60,-1.00,-0.50,-1.14,-0.75,-3.21,0.37,1
1.00,-0.59,-0.87,-0.58,-1.00,-0.42,-3.49,0.69,1
1.00,-0.73,-1.09,-0.48,-0.97,-0.71,-1.33,0.03,1
1.00,-0.62,-1.19,-0.69,-1.05,-0.68,-3.28,-0.14,1
1.00,-0.54,-1.11,-0.65,-0.94,-0.54,-1.88,0.01,1
1.00,-0.71,-0.87,-0.71,-0.99,-0.45,-1.85,1.01,1
1.00,-0.42,-1.18,-0.56,-1.12,-0.73,-2.97,-0.08,1
1.00,-0.46,-0.97,-0.46,-1.07,-0.60,-2.72,0.55,1
1.00,-0.49,-1.12,-0.72,-0.86,-0.43,-3.40,0.09,1
1.00,-0.49,-0.92,-0.45,-1.09,-0.69,-2.60,0.45,1
1.00,-0.43,-1.05,-0.47,-1.04,-0.41,-2.15,0.06,1
1.00,-0.40,-1.16,-0.71,-1.16,-0.65,-2.86,-0.01,1
1.00,-0.77,-1.12,-0.50,-1.01,-0.59,-4.25,0.85,1
1.00,-0.71,-1.13,-0.59,-1.11,-0.49,-2.13,0.76,1
1.00,-0.59,-1.02,-0.79,-0.94,-0.69,-1.87,0.94,1
1.00,-0.42,-0.87,-0.74,-1.19,-0.71,-2.85,0.42,1
1.00,-0.48,-1.03,-0.64,-1.19,-0.61,-2.58,0.29,1
1.00,-0.75,-0.99,-0.73,-0.86,-0.62,-3.03,1.16,1
1.00,-0.43,-1.17,-0.47,-0.91,-0.52,-4.31,0.99,1
1.00,-0.76,-1.02,-0.58,-1.12,-0.67,-2.17,0.29,1
1.00,-0.45,-0.92,-0.72,-1.06,-0.71,-1.46,0.15,1
1.00,-0.44,-1.07,-0.68,-0.91,-0.49,-3.29,0.36,1
1.00,-0.52,-0.92,-0.50,-1.04,-0.76,-2.60,0.85,1
1.00,-0.53,-1.12,-0.63,-1.16,-0.54,-1.26,1.20,1
1.00,-0.71,-0.86,-0.52,-1.15,-0.63,-1.98,0.39,1
1.00,-0.43,-1.10,-0.76,-1.19,-0.68,-2.30,0.21,1
1.00,-0.69,-0.87,-0.43,-0.89,-0.41,-3.14,-0.05,1
1.00,-0.53,-0.98,-0.64,-0.99,-0.62,-0.80,0.91,1
1.00,-0.71,-0.92,-0.52,-0.94,-0.55,-2.86,0.69,1
1.00,-0.43,-1.15,-0.56,-1.01,-0.72,-2.34,0.97,1
1.00,-0.55,-0.97,-0.56,-1.01,-0.55,-1.40,0.02,1
1.00,-0.62,-1.10,-0.56,-1.04,-0.75,-1.09,0.34,1
1.00,-0.59,-1.02,-0.68,-0.97,-0.78,-1.31,-0.06,1
1.00,-0.73,-1.13,-0.73,-1.01,-0.80,-2.40,0.84,1
1.00,-0.49,-1.04,-0.65,-1.15,-0.79,-0.88,0.09,1
1.00,-0.77,-1.01,-0.66,-1.18,-0.61,-0.85,0.04,1
1.00,-0.50,-1.13,-0.73,-1.11,-0.70,-3.52,0.22,1
1.00,-0.76,-1.02,-0.58,-1.18,-0.72,-2.73,1.23,1
1.00,-0.73,-0.94,-0.49,-0.87,-0.53,-1.39,0.12,1
1.00,-0.56,-0.86,-0.59,-1.01,-0.65,-2.54,0.78,1
1.00,-0.53,-0.88,-0.70,-0.94,-0.49,-0.89,0.44,1
1.00,-0.62,-1.13,-0.57,-0.99,-0.42,-1.25,0.75,1
1.00,-0.46,-0.87,-0.80,-0.89,-0.49,-4.00,0.55,1
1.00,-0.45,-1.07,-0.53,-0.89,-0.49,-3.72,1.18,1
1.00,-0.43,-0.95,-0.60,-1.12,-0.65,-2.09,1.28,1
1.00,-0.75,-1.00,-0.69,-0.88,-0.77,-4.22,0.59,1
1.00,-0.72,-1.16,-0.49,-0.85,-0.60,-4.27,0.66,1
1.00,-0.74,-1.11,-0.51,-1.11,-0.42,-3.30,0.54,1
1.00,-0.72,-1.05,-0.50,-1.18,-0.47,-2.65,0.17,1
1.00,-0.71,-1.20,-0.55,-1.03,-0.58,-3.33,0.21,1
1.00,-0.42,-0.99,-0.54,-0.92,-0.48,-2.23,-0.06,1
1.00,-0.67,-1.10,-0.71,-0.93,-0.60,-2.43,0.28,1
1.00,-0.49,-0.91,-0.61,-1.13,-0.64,-2.64,0.65,1
1.00,-0.75,-1.17,-0.45,-1.03,-0.75,-2.35,0.45,1
1.00,-0.59,-0.98,-0.59,-1.01,-0.66,-3.23,0.69,1
1.00,-0.71,-0.97,-0.45,-0.90,-0.56,-3.77,-0.08,1
1.00,-0.64,-0.89,-0.61,-1.03,-0.68,-2.98,1.14,1
1.00,-0.58,-1.11,-0.50,-0.94,-0.80,-3.26,0.00,1
1.00,-0.50,-0.92,-0.78,-0.99,-0.43,-2.21,0.48,1
1.00,-0.77,-1.02,-0.40,-1.07,-0.51,-1.69,0.95,1
1.00,-0.77,-0.95,-0.77,-1.03,-0.68,-1.96,1.04,1
1.00,-0.44,-0.86,-0.53,-0.93,-0.43,-4.46,0.57,1
1.00,-0.79,-0.96,-0.44,-0.88,-0.49,-3.24,0.89,1
1.00,-0.71,-1.03,-0.58,-1.05,-0.77,-2.60,0.04,1
1.00,-0.47,-0.96,-0.58,-1.06,-0.63,-2.36,0.65,1
1.00,-0.66,-1.15,-0.55,-1.13,-0.68,-2.44,0.30,1
1.00,-0.41,-0.85,-0.51,-1.06,-0.57,-2.87,0.54,1
1.00,-0.69,-0.92,-0.71,-1.05,-0.62,-4.44,0.62,1
1.00,-0.80,-1.00,-0.43,-1.07,-0.62,-3.63,0.07,1
1.00,-0.63,-1.11,-0.56,-1.17,-0.78,-1.69,1.23,1
1.00,-0.71,-1.00,-0.54,-1.17,-0.78,-1.67,0.62,1
1.00,-0.49,-1.09,-0.52,-0.96,-0.65,-4.02,0.09,1
1.00,-0.57,-1.13,-0.76,-0.97,-0.41,-4.36,0.12,1
1.00,-0.52,-1.04,-0.65,-1.01,-0.54,-3.41,0.62,1
1.00,-0.69,-0.88,-0.57,-1.00,-0.73,-2.26,-0.03,1
1.00,-0.70,-1.15,-0.55,-1.00,-0.51,-2.62,1.07,1
1.00,-0.58,-1.12,-0.74,-1.12,-0.49,-3.03,0.12,1
1.00,-0.74,-0.87,-0.80,-0.89,-0.60,-2.02,0.56,1
1.00,-0.60,-1.15,-0.75,-1.02,-0.51,-1.85,0.62,1
1.00,-0.43,-1.08,-0.75,-1.19,-0.54,-2.19,-0.03,1
1.00,-0.72,-1.15,-0.60,-1.11,-0.79,-1.25,0.36,1
1.00,-0.78,-1.08,-0.75,-1.18,-0.56,-3.11,1.00,1
1.00,-0.62,-1.00,-0.72,-1.10,-0.78,-2.29,0.72,1
1.00,-0.60,-0.89,-0.48,-1.02,-0.48,-1.59,1.09,1
1.00,-0.43,-1.06,-0.53,-0.97,-0.55,-1.42,0.17,1
1.00,-0.43,-1.05,-0.71,-0.99,-0.71,-2.82,-0.13,1
1.00,-0.41,-0.91,-0.57,-1.11,-0.63,-1.43,0.66,1
1.00,-0.61,-0.88,-0.47,-0.95,-0.46,-2.82,0.36,1
1.00,-0.79,-0.89,-0.70,-1.01,-0.65,-1.98,0.58,1
1.00,-0.71,-1.09,-0.63,-0.93,-0.70,-1.84,0.97,1
1.00,-0.45,-0.97,-0.72,-1.06,-0.58,-3.16,0.40,1
1.00,-0.55,-1.02,-0.70,-0.97,-0.60,-3.03,1.06,1
1.00,-0.77,-0.91,-0.40,-1.03,-0.51,-2.25,1.27,1
1.00,-0.52,-1.11,-0.73,-0.91,-0.46,-2.22,1.19,1
1.00,-0.61,-0.98,-0.58,-0.87,-0.69,-4.35,0.69,1
1.00,-0.44,-1.11,-0.50,-1.11,-0.57,-1.16,0.23,1
1.00,-0.72,-1.13,-0.71,-1.17,-0.53,-1.79,-0.10,1
1.00,-0.60,-1.11,-0.70,-0.92,-0.69,-2.94,0.13,1
1.00,-0.66,-1.04,-0.78,-1.10,-0.57,-4.01,1.12,1
1.00,-0.69,-1.01,-0.60,-0.99,-0.59,-3.63,1.13,1
1.00,-0.80,-1.18,-0.52,-1.13,-0.69,-1.80,0.41,1
1.00,-0.62,-0.93,-0.59,-0.89,-0.67,-3.76,0.36,1
1.00,-0.70,-1.02,-0.71,-1.03,-0.55,-3.86,-0.06,1
1.00,-0.54,-0.90,-0.56,-0.93,-0.48,-4.22,0.74,1
1.00,-0.46,-1.08,-0.60,-0.95,-0.46,-2.84,0.76,1
1.00,-0.79,-1.16,-0.58,-1.20,-0.42,-3.27,0.37,1
1.00,-0.71,-0.92,-0.69,-0.88,-0.53,-3.09,0.05,1
1.00,-0.57,-0.99,-0.78,-1.06,-0.61,-2.66,0.05,1
1.00,-0.62,-0.99,-0.65,-1.17,-0.67,-3.04,0.69,1
1.00,-0.51,-0.86,-0.49,-0.95,-0.47,-4.46,-0.06,1
1.00,-0.71,-1.13,-0.73,-0.89,-0.79,-1.83,0.33,1
1.00,-0.59,-1.01,-0.48,-1.11,-0.68,-3.41,0.16,1
1.00,-0.76,-0.91,-0.50,-0.99,-0.70,-1.74,0.62,1
1.00,-0.42,-1.20,-0.51,-0.86,-0.78,-3.14,-0.02,1
1.00,-0.49,-0.93,-0.43,-0.89,-0.73,-1.34,0.83,1
1.00,-0.65,-1.14,-0.70,-0.92,-0.61,-3.72,0.60,1
1.00,-0.49,-1.16,-0.49,-1.10,-0.61,-3.69,0.52,1
1.00,-0.41,-0.90,-0.69,-0.92,-0.54,-3.98,0.95,1
1.00,-0.75,-1.03,-0.79,-0.87,-0.64,-2.71,0.60,1
1.00,-0.54,-1.11,-0.61,-0.85,-0.73,-2.26,1.13,1
1.00,-0.41,-1.13,-0.51,-1.19,-0.43,-3.46,0.83,1
1.00,-0.68,-1.20,-0.75,-1.20,-0.55,-4.35,0.51,1
1.00,-0.71,-1.18,-0.55,-1.17,-0.71,-4.49,1.24,1
1.00,-0.74,-1.10,-0.59,-1.03,-0.43,-1.91,0.15,1
1.00,-0.78,-1.09,-0.74,-0.99,-0.52,-4.33,0.25,1
1.00,-0.64,-0.92,-0.72,-1.17,-0.51,-1.07,-0.14,1
1.00,-0.53,-0.98,-0.65,-0.97,-0.77,-1.08,1.28,1
1.00,-0.73,-1.18,-0.75,-1.10,-0.52,-3.29,1.10,1
1.00,-0.74,-0.95,-0.58,-1.08,-0.50,-1.53,-0.13,1
1.00,-0.47,-1.17,-0.43,-0.89,-0.52,-0.97,0.11,1
1.00,-0.50,-1.18,-0.49,-0.98,-0.51,-3.30,0.01,1
1.00,-0.45,-1.06,-0.69,-0.86,-0.51,-2.63,0.64,1
1.00,-0.46,-0.91,-0.64,-1.11,-0.78,-3.78,0.10,1
1.00,-0.76,-1.13,-0.76,-1.00,-0.60,-1.82,-0.07,1
1.00,-0.49,-0.86,-0.62,-1.09,-0.41,-2.96,0.53,1
1.00,-0.63,-1.19,-0.60,-0.99,-0.74,-1.56,1.10,1
1.00,-0.66,-1.00,-0.51,-1.07,-0.70,-4.33,0.35,1
1.00,-0.63,-0.99,-0.47,-1.18,-0.53,-3.66,0.71,1
1.00,-0.63,-1.01,-0.58,-1.07,-0.62,-3.13,0.62,1
1.00,-0.52,-0.98,-0.63,-1.15,-0.79,-2.43,-0.10,1
1.00,-0.42,-0.88,-0.75,-0.95,-0.63,-3.82,1.02,1
1.00,-0.50,-0.93,-0.76,-0.86,-0.71,-4.23,0.17,1
1.00,-0.41,-1.05,-0.61,-1.13,-0.61,-1.61,0.13,1
1.00,-0.56,-1.18,-0.45,-1.01,-0.45,-1.77,-0.07,1
1.00,-0.47,-1.09,-0.72,-1.15,-0.60,-1.22,0.47,1
1.00,-0.50,-1.04,-0.80,-0.88,-0.80,-4.03,0.44,1
1.00,-0.46,-0.89,-0.43,-0.86,-0.52,-2.84,0.51,1
1.00,-0.63,-1.08,-0.54,-1.14,-0.71,-1.93,0.71,1
