Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y
1.00,-0.45,-1.09,-0.51,-0.98,-0.57,-3.82,0.90,1
1.00,-0.66,-1.05,-0.49,-0.88,-0.72,-2.56,0.72,1
1.00,-0.42,-1.19,-0.66,-1.15,-0.60,-1.08,0.16,1
1.00,-0.68,-1.10,-0.50,-1.00,-0.65,-3.14,0.40,1
1.00,-0.51,-0.86,-0.71,-1.10,-0.67,-4.11,0.50,1
1.00,-0.51,-1.14,-0.48,-0.86,-0.51,-1.58,-0.12,1
1.00,-0.76,-1.09,-0.44,-0.92,-0.80,-1.82,0.73,1
1.00,-0.59,-1.01,-0.68,-1.15,-0.54,-3.53,0.15,1
1.00,-0.76,-1.06,-0.52,-1.08,-0.64,-0.91,0.84,1
1.00,-0.43,-0.94,-0.41,-0.99,-0.74,-0.86,0.01,1
1.00,-0.66,-1.13,-0.47,-0.86,-0.44,-3.74,0.55,1
1.00,-0.60,-1.00,-0.41,-0.94,-0.60,-1.06,0.48,1
1.00,-0.76,-1.20,-0.51,-1.00,-0.49,-2.38,1.12,1
1.00,-0.52,-1.03,-0.62,-0.87,-0.65,-0.98,0.61,1
1.00,-0.75,-1.14,-0.49,-1.14,-0.54,-1.71,0.81,1
1.00,-0.50,-0.93,-0.63,-1.12,-0.71,-3.92,1.26,1
1.00,-0.57,-0.94,-0.54,-1.07,-0.78,-3.19,1.17,1
1.00,-0.56,-1.16,-0.68,-1.20,-0.42,-1.28,0.58,1
1.00,-0.43,-1.11,-0.44,-0.87,-0.53,-3.94,0.23,1
1.00,-0.70,-1.18,-0.77,-1.05,-0.48,-3.08,-0.08,1
1.00,-0.78,-1.04,-0.48,-0.92,-0.58,-1.17,1.16,1
1.00,-0.46,-1.03,-0.70,-0.90,-0.50,-3.19,0.60,1
1.00,-0.74,-1.11,-0.64,-1.14,-0.59,-3.84,1.08,1
1.00,-0.66,-1.15,-0.64,-1.07,-0.52,-1.13,0.76,1
1.00,-0.63,-0.98,-0.60,-0.98,-0.50,-0.83,0.78,1
1.00,-0.46,-0.91,-0.71,-0.94,-0.76,-2.49,0.98,1
1.00,-0.57,-0.97,-0.45,-1.16,-0.49,-2.64,0.21,1
1.00,-0.77,-0.95,-0.45,-0.99,-0.69,-4.01,0.07,1
1.00,-0.58,-0.99,-0.42,-1.01,-0.62,-4.41,0.84,1
1.00,-0.56,-1.08,-0.78,-0.90,-0.57,-3.45,0.72,1
1.00,-0.42,-1.17,-0.62,-0.95,-0.56,-3.61,0.77,1
1.00,-0.46,-0.88,-0.59,-1.15,-0.54,-1.63,0.54,1
1.00,-0.53,-0.99,-0.51,-1.12,-0.44,-2.16,1.30,1
1.00,-0.72,-1.11,-0.51,-0.89,-0.47,-1.91,1.17,1
1.00,-0.59,-0.87,-0.51,-1.00,-0.42,-1.49,0.93,1
1.00,-0.54,-0.85,-0.67,-1.16,-0.41,-1.65,1.20,1
1.00,-0.65,-0.99,-0.71,-0.96,-0.72,-4.27,0.42,1
1.00,-0.57,-1.13,-0.60,-1.14,-0.61,-1.72,1.17,1
1.00,-0.57,-1.17,-0.73,-1.16,-0.69,-2.99,0.29,1
1.00,-0.48,-0.88,-0.50,-1.11,-0.58,-2.11,0.81,1
1.00,-0.75,-0.90,-0.52,-0.92,-0.77,-2.05,0.82,1
1.00,-0.58,-1.04,-0.56,-0.98,-0.54,-1.30,0.44,1
1.00,-0.75,-1.12,-0.66,-1.18,-0.51,-3.19,0.92,1
1.00,-0.74,-1.08,-0.59,-1.10,-0.73,-3.63,1.28,1
1.00,-0.59,-1.01,-0.64,-0.93,-0.51,-3.04,0.72,1
1.00,-0.50,-0.90,-0.71,-1.10,-0.68,-3.20,0.64,1
1.00,-0.63,-0.92,-0.48,-0.86,-0.72,-3.68,0.18,1
1.00,-0.80,-1.07,-0.51,-1.14,-0.80,-3.84,1.18,1
1.00,-0.66,-1.10,-0.80,-0.94,-0.74,-1.23,0.36,1
1.00,-0.47,-0.91,-0.74,-1.18,-0.62,-3.84,0.38,1
1.00,-0.54,-1.06,-0.57,-0.89,-0.48,-3.47,-0.10,1
1.00,-0.48,-1.16,-0.41,-1.11,-0.62,-1.52,1.09,1
1.00,-0.78,-1.11,-0.43,-1.08,-0.74,-1.10,1.12,1
1.00,-0.63,-0.86,-0.41,-1.13,-0.52,-2.71,-0.04,1
1.00,-0.47,-0.97,-0.44,-1.09,-0.54,-3.51,0.88,1
1.00,-0.57,-1.00,-0.42,-1.16,-0.72,-4.41,0.49,1
1.00,-0.53,-1.08,-0.55,-0.95,-0.54,-1.98,0.25,1
1.00,-0.69,-1.18,-0.56,-1.03,-0.43,-2.67,0.06,1
1.00,-0.46,-0.86,-0.53,-0.96,-0.79,-4.27,0.85,1
1.00,-0.76,-0.95,-0.57,-1.00,-0.48,-3.36,0.23,1
1.00,-0.67,-1.02,-0.69,-1.15,-0.44,-3.55,0.74,1
1.00,-0.69,-1.11,-0.57,-0.94,-0.71,-2.20,1.13,1
1.00,-0.73,-0.91,-0.71,-0.89,-0.64,-1.04,1.30,1
1.00,-0.75,-1.00,-0.43,-0.94,-0.68,-4.01,1.16,1
1.00,-0.80,-1.07,-0.50,-0.98,-0.41,-4.17,0.27,1
1.00,-0.66,-0.98,-0.80,-0.86,-0.71,-4.38,1.09,1
1.00,-0.57,-1.20,-0.41,-0.99,-0.46,-2.40,1.04,1
1.00,-0.73,-1.01,-0.46,-1.02,-0.49,-4.21,0.72,1
1.00,-0.58,-0.99,-0.71,-0.86,-0.53,-3.98,-0.09,1
1.00,-0.57,-1.13,-0.63,-0.96,-0.63,-2.65,0.16,1
1.00,-0.80,-1.09,-0.74,-1.10,-0.47,-1.13,0.37,1
1.00,-0.76,-1.11,-0.56,-0.97,-0.71,-3.25,0.87,1
1.00,-0.74,-0.93,-0.55,-0.86,-0.41,-2.52,0.18,1
1.00,-0.41,-1.12,-0.53,-1.13,-0.66,-4.02,0.15,1
1.00,-0.71,-0.94,-0.51,-1.15,-0.73,-3.59,0.63,1
1.00,-0.71,-1.03,-0.75,-0.88,-0.43,-2.49,0.77,1
1.00,-0.68,-1.13,-0.79,-0.94,-0.53,-3.64,1.17,1
1.00,-0.56,-1.09,-0.46,-1.13,-0.67,-3.12,1.30,1
1.00,-0.41,-1.05,-0.79,-1.11,-0.52,-2.50,0.58,1
1.00,-0.50,-0.86,-0.63,-0.90,-0.77,-1.92,1.29,1
1.00,-0.64,-1.03,-0.45,-0.95,-0.73,-3.79,0.57,1
1.00,-0.52,-1.13,-0.61,-0.90,-0.69,-1.31,0.54,1
1.00,-0.55,-1.05,-0.64,-1.19,-0.72,-3.44,0.85,1
1.00,-0.78,-0.93,-0.42,-0.95,-0.76,-2.75,0.27,1
1.00,-0.75,-1.07,-0.65,-1.00,-0.78,-4.22,0.43,1
1.00,-0.54,-1.11,-0.55,-1.12,-0.52,-1.76,1.27,1
1.00,-0.74,-0.88,-0.68,-1.03,-0.55,-2.52,0.85,1
1.00,-0.55,-1.03,-0.45,-1.07,-0.42,-3.53,0.11,1
1.00,-0.41,-0.93,-0.46,-1.03,-0.59,-3.71,0.27,1
1.00,-0.75,-1.03,-0.60,-1.08,-0.53,-2.50,0.78,1
1.00,-0.62,-0.95,-0.68,-1.06,-0.60,-1.60,0.56,1
1.00,-0.80,-1.15,-0.45,-1.03,-0.55,-3.52,-0.04,1
1.00,-0.51,-1.10,-0.50,-1.11,-0.47,-0.82,0.02,1
1.00,-0.58,-1.05,-0.70,-1.02,-0.64,-3.82,0.82,1
1.00,-0.64,-0.98,-0.43,-0.98,-0.66,-2.03,0.15,1
1.00,-0.76,-1.05,-0.66,-0.99,-0.71,-3.59,1.06,1
1.00,-0.62,-1.02,-0.59,-1.15,-0.50,-3.30,0.84,1
1.00,-0.66,-0.88,-0.53,-1.18,-0.65,-3.24,1.16,1
1.00,-0.58,-0.94,-0.49,-1.08,-0.66,-3.78,0.35,1
1.00,-0.79,-1.08,-0.60,-1.01,-0.69,-1.47,0.62,1
1.00,-0.70,-1.12,-0.56,-0.94,-0.77,-4.30,0.34,1
1.00,-0.43,-1.11,-0.43,-1.17,-0.70,-3.80,-0.05,1
1.00,-0.47,-1.07,-0.79,-1.02,-0.59,-3.11,0.13,1
1.00,-0.49,-1.13,-0.61,-0.87,-0.61,-1.45,0.19,1
1.00,-0.73,-1.05,-0.63,-0.89,-0.78,-2.59,0.65,1
1.00,-0.53,-0.86,-0.53,-0.91,-0.63,-2.16,0.12,1
1.00,-0.53,-0.99,-0.55,-0.91,-0.76,-2.10,0.52,1
1.00,-0.65,-1.19,-0.74,-1.07,-0.69,-1.35,0.88,1
1.00,-0.58,-0.98,-0.61,-0.97,-0.73,-2.70,1.00,1
1.00,-0.69,-0.99,-0.61,-1.07,-0.76,-3.95,0.37,1
1.00,-0.77,-0.98,-0.43,-1.00,-0.78,-2.68,1.20,1
1.00,-0.55,-0.89,-0.55,-1.03,-0.69,-0.84,1.23,1
1.00,-0.54,-1.01,-0.52,-1.07,-0.60,-1.44,0.10,1
1.00,-0.67,-1.19,-0.72,-1.14,-0.75,-1.79,0.26,1
1.00,-0.70,-0.95,-0.61,-1.18,-0.66,-1.06,1.20,1
1.00,-0.57,-1.17,-0.52,-1.00,-0.67,-1.84,0.78,1
1.00,-0.55,-1.04,-0.53,-0.94,-0.77,-3.99,0.81,1
1.00,-0.64,-0.93,-0.65,-1.12,-0.48,-1.25,1.05,1
1.00,-0.58,-0.90,-0.69,-1.16,-0.51,-2.75,-0.07,1
1.00,-0.46,-0.90,-0.74,-0.95,-0.42,-3.87,0.30,1
1.00,-0.49,-1.04,-0.46,-0.92,-0.44,-2.87,1.01,1
1.00,-0.57,-0.91,-0.42,-0.94,-0.60,-4.11,0.97,1
1.00,-0.55,-1.03,-0.73,-1.11,-0.48,-3.99,0.54,1
1.00,-0.69,-0.89,-0.58,-0.92,-0.44,-4.15,0.06,1
1.00,-0.71,-1.17,-0.61,-0.97,-0.68,-1.37,0.75,1
1.00,-0.65,-1.01,-0.46,-0.94,-0.62,-3.26,0.98,1
1.00,-0.53,-0.99,-0.69,-0.86,-0.56,-1.41,0.38,1
1.00,-0.57,-1.14,-0.79,-1.03,-0.46,-2.28,0.58,1
1.00,-0.41,-1.15,-0.41,-1.02,-0.43,-2.22,0.91,1
1.00,-0.42,-0.88,-0.53,-0.97,-0.41,-3.32,1.19,1
1.00,-0.49,-1.05,-0.54,-1.15,-0.63,-3.12,-0.09,1
1.00,-0.67,-0.95,-0.53,-0.93,-0.61,-4.29,0.78,1
1.00,-0.78,-0.99,-0.74,-0.91,-0.45,-1.39,-0.09,1
1.00,-0.56,-1.14,-0.58,-1.01,-0.76,-2.97,0.32,1
1.00,-0.67,-1.09,-0.46,-1.05,-0.75,-1.83,0.01,1
1.00,-0.69,-0.96,-0.46,-1.08,-0.48,-2.24,0.89,1
1.00,-0.57,-1.12,-0.41,-0.89,-0.77,-3.95,0.58,1
1.00,-0.57,-0.92,-0.63,-0.97,-0.69,-3.68,-0.02,1
1.00,-0.79,-1.13,-0.65,-0.95,-0.75,-0.85,1.14,1
1.00,-0.72,-1.03,-0.70,-0.93,-0.59,-2.78,0.83,1
1.00,-0.66,-0.94,-0.60,-1.12,-0.64,-2.54,0.96,1
1.00,-0.56,-0.96,-0.64,-0.92,-0.46,-0.89,0.00,1
1.00,-0.50,-1.00,-0.43,-0.91,-0.74,-1.66,-0.10,1
1.00,-0.65,-1.03,-0.53,-0.90,-0.55,-3.24,0.80,1
1.00,-0.63,-0.95,-0.71,-1.03,-0.49,-3.07,0.31,1
1.00,-0.78,-1.00,-0.64,-0.88,-0.47,-3.92,0.45,1
1.00,-0.48,-1.04,-0.44,-1.14,-0.42,-3.92,1.11,1
1.00,-0.60,-0.92,-0.40,-1.07,-0.66,-2.07,0.37,1
1.00,-0.42,-0.97,-0.62,-0.88,-0.74,-3.39,1.22,1
1.00,-0.76,-0.96,-0.61,-1.09,-0.49,-2.73,0.49,1
1.00,-0.76,-0.93,-0.65,-1.19,-0.66,-1.98,0.55,1
1.00,-0.74,-0.96,-0.65,-1.11,-0.41,-2.63,0.09,1
1.00,-0.67,-0.95,-0.77,-0.93,-0.72,-4.43,1.11,1
1.00,-0.69,-1.14,-0.56,-1.15,-0.73,-3.74,1.04,1
1.00,-0.66,-1.00,-0.51,-0.93,-0.47,-1.15,-0.05,1
1.00,-0.70,-1.05,-0.42,-0.95,-0.40,-1.43,1.21,1
1.00,-0.65,-1.00,-0.47,-1.16,-0.48,-3.89,1.28,1
1.00,-0.76,-1.10,-0.76,-1.09,-0.61,-1.16,0.58,1
1.00,-0.61,-1.00,-0.40,-1.09,-0.59,-3.58,0.32,1
1.00,-0.58,-0.96,-0.54,-0.85,-0.71,-3.46,1.25,1
1.00,-0.73,-0.91,-0.52,-0.98,-0.73,-4.01,-0.03,1
1.00,-0.42,-0.87,-0.70,-1.02,-0.71,-1.81,0.68,1
1.00,-0.57,-1.06,-0.58,-1.07,-0.42,-1.49,1.28,1
1.00,-0.75,-1.11,-0.58,-1.10,-0.41,-2.02,0.16,1
1.00,-0.61,-1.15,-0.52,-1.16,-0.44,-2.99,0.62,1
1.00,-0.50,-1.12,-0.51,-0.87,-0.46,-1.50,0.44,1
1.00,-0.63,-0.88,-0.46,-1.10,-0.41,-2.10,0.71,1
1.00,-0.44,-1.15,-0.59,-1.03,-0.65,-2.99,0.77,1
1.00,-0.70,-1.14,-0.70,-0.92,-0.74,-3.47,0.56,1
1.00,-0.49,-1.16,-0.69,-0.88,-0.70,-1.75,1.23,1
1.00,-0.49,-1.19,-0.46,-0.97,-0.42,-0.87,1.18,1
1.00,-0.41,-1.20,-0.53,-1.10,-0.58,-4.20,0.54,1
1.00,-0.68,-1.01,-0.53,-1.15,-0.47,-2.39,1.24,1
1.00,-0.74,-1.11,-0.51,-1.00,-0.61,-1.82,0.40,1
1.00,-0.49,-1.08,-0.49,-0.87,-0.44,-3.46,-0.12,1
1.00,-0.49,-1.09,-0.69,-0.95,-0.41,-4.34,0.34,1
1.00,-0.73,-0.99,-0.50,-0.88,-0.59,-2.58,0.24,1
1.00,-0.44,-0.99,-0.62,-1.10,-0.78,-1.14,0.95,1
1.00,-0.78,-0.97,-0.40,-1.02,-0.51,-4.22,0.23,1
1.00,-0.72,-1.13,-0.45,-0.94,-0.52,-4.22,0.17,1
1.00,-0.57,-0.94,-0.45,-0.89,-0.72,-3.08,1.29,1
1.00,-0.51,-1.18,-0.48,-0.85,-0.79,-3.77,0.40,1
1.00,-0.47,-1.09,-0.48,-1.05,-0.64,-2.59,1.12,1
1.00,-0.53,-0.93,-0.41,-1.16,-0.73,-4.34,-0.11,1
1.00,-0.49,-0.92,-0.63,-0.99,-0.48,-1.82,-0.03,1
1.00,-0.58,-1.02,-0.64,-1.18,-0.57,-4.16,0.91,1
1.00,-0.73,-1.14,-0.47,-0.93,-0.49,-2.73,1.05,1
1.00,-0.51,-1.00,-0.41,-1.02,-0.80,-3.85,0.97,1
1.00,-0.77,-1.08,-0.78,-0.98,-0.70,-2.53,0.21,1
1.00,-0.71,-1.04,-0.73,-0.91,-0.75,-3.65,1.07,1
1.00,-0.54,-0.90,-0.47,-1.15,-0.55,-4.25,1.08,1
1.00,-0.59,-0.99,-0.73,-0.92,-0.66,-2.24,-0.13,1
1.00,-0.57,-1.07,-0.79,-0.93,-0.59,-2.38,0.41,1
1.00,-0.66,-1.07,-0.52,-0.94,-0.75,-1.33,-0.06,1
1.00,-0.54,-0.93,-0.49,-0.97,-0.75,-1.44,0.52,1
1.00,-0.48,-1.08,-0.45,-0.95,-0.74,-1.17,0.75,1
1.00,-0.61,-0.98,-0.67,-0.86,-0.42,-3.26,1.08,1
1.00,-0.72,-0.86,-0.43,-1.10,-0.51,-1.07,0.49,1
1.00,-0.56,-1.19,-0.47,-0.88,-0.74,-1.25,0.99,1
1.00,-0.71,-1.17,-0.66,-1.09,-0.69,-2.38,0.07,1
1.00,-0.54,-0.85,-0.66,-1.04,-0.68,-4.44,0.93,1
1.00,-0.55,-0.91,-0.54,-0.93,-0.55,-3.30,0.83,1
1.00,-0.74,-0.96,-0.57,-1.14,-0.75,-2.44,0.60,1
1.00,-0.45,-0.99,-0.79,-0.89,-0.47,-3.97,0.03,1
1.00,-0.63,-1.10,-0.42,-0.97,-0.78,-1.74,0.62,1
1.00,-0.47,-1.06,-0.68,-1.16,-0.76,-2.52,1.21,1
1.00,-0.42,-1.00,-0.63,-1.20,-0.58,-1.82,0.68,1
1.00,-0.59,-1.16,-0.75,-0.95,-0.73,-2.01,0.03,1
1.00,-0.61,-1.12,-0.57,-1.05,-0.66,-3.77,0.24,1
1.00,-0.58,-1.10,-0.68,-1.01,-0.79,-3.66,1.06,1
1.00,-0.70,-1.14,-0.49,-0.89,-0.74,-3.86,1.24,1
1.00,-0.74,-1.03,-0.79,-1.13,-0.78,-2.28,0.91,1
1.00,-0.74,-0.99,-0.70,-0.87,-0.70,-3.61,0.88,1
1.00,-0.42,-1.05,-0.55,-1.07,-0.45,-3.56,0.80,1
1.00,-0.70,-1.17,-0.53,-1.03,-0.46,-1.02,0.64,1
1.00,-0.62,-0.91,-0.64,-0.89,-0.48,-2.08,0.51,1
1.00,-0.62,-0.96,-0.75,-0.98,-0.63,-4.32,0.41,1
1.00,-0.69,-0.93,-0.43,-1.02,-0.69,-3.94,0.26,1
1.00,-0.57,-1.19,-0.57,-1.08,-0.61,-3.17,0.20,1
1.00,-0.57,-1.03,-0.68,-0.89,-0.62,-2.76,-0.06,1
1.00,-0.80,-0.90,-0.68,-1.04,-0.52,-2.69,0.64,1
1.00,-0.60,-1.06,-0.75,-0.99,-0.54,-2.74,-0.02,1
1.00,-0.74,-1.01,-0.73,-1.04,-0.68,-0.90,-0.07,1
1.00,-0.71,-1.10,-0.43,-0.88,-0.44,-4.38,0.27,1
1.00,-0.66,-0.96,-0.79,-0.87,-0.43,-4.30,0.46,1
1.00,-0.80,-1.09,-0.68,-0.87,-0.43,-3.60,-0.01,1
1.00,-0.55,-1.14,-0.79,-0.85,-0.43,-3.81,-0.03,1
1.00,-0.60,-0.88,-0.42,-0.99,-0.47,-4.06,0.46,1
1.00,-0.70,-0.87,-0.56,-0.96,-0.61,-1.11,1.28,1
1.00,-0.62,-1.08,-0.76,-1.11,-0.69,-3.25,0.70,1
1.00,-0.71,-0.88,-0.41,-0.98,-0.58,-2.08,0.16,1
1.00,-0.67,-1.02,-0.77,-1.10,-0.50,-1.50,-0.01,1
1.00,-0.63,-1.10,-0.79,-1.09,-0.59,-1.06,0.86,1
1.00,-0.43,-0.88,-0.46,-1.10,-0.41,-1.20,0.96,1
1.00,-0.48,-0.90,-0.67,-0.85,-0.48,-4.49,1.20,1
1.00,-0.69,-0.89,-0.42,-1.04,-0.45,-2.84,0.66,1
1.00,-0.71,-0.95,-0.79,-1.02,-0.44,-2.68,0.15,1
1.00,-0.58,-1.03,-0.47,-1.01,-0.52,-1.81,0.30,1
1.00,-0.53,-1.14,-0.77,-1.01,-0.71,-3.08,1.16,1
1.00,-0.55,-1.00,-0.55,-1.12,-0.72,-2.41,0.96,1
1.00,-0.70,-1.00,-0.46,-0.95,-0.78,-3.67,0.18,1
1.00,-0.65,-0.99,-0.78,-0.96,-0.54,-3.87,0.31,1
1.00,-0.66,-1.06,-0.52,-0.93,-0.42,-1.63,0.79,1
1.00,-0.75,-0.89,-0.62,-0.88,-0.62,-4.07,1.01,1
1.00,-0.43,-0.93,-0.80,-1.15,-0.41,-2.94,-0.06,1
1.00,-0.46,-1.02,-0.63,-1.12,-0.80,-3.88,0.96,1
1.00,-0.63,-0.87,-0.68,-0.94,-0.53,-2.05,0.59,1
1.00,-0.56,-0.93,-0.50,-1.05,-0.63,-2.24,1.03,1
1.00,-0.60,-0.96,-0.55,-0.97,-0.54,-4.47,0.09,1
1.00,-0.57,-0.87,-0.50,-0.96,-0.63,-4.34,0.53,1
1.00,-0.60,-0.85,-0.63,-1.15,-0.48,-0.93,0.89,1
1.00,-0.48,-0.90,-0.46,-0.93,-0.69,-1.10,1.00,1
1.00,-0.65,-1.14,-0.44,-0.93,-0.45,-2.59,0.46,1
1.00,-0.74,-1.08,-0.51,-1.00,-0.74,-3.88,0.76,1
1.00,-0.70,-0.89,-0.54,-0.87,-0.75,-2.22,-0.02,1
1.00,-0.61,-0.91,-0.78,-1.03,-0.80,-3.67,0.80,1
1.00,-0.73,-0.92,-0.44,-1.00,-0.75,-3.57,0.55,1
1.00,-0.75,-1.02,-0.59,-1.00,-0.49,-2.23,-0.07,1
1.00,-0.43,-0.91,-0.51,-1.00,-0.78,-3.74,-0.01,1
1.00,-0.80,-1.00,-0.40,-0.90,-0.44,-1.23,0.71,1
1.00,-0.69,-1.02,-0.77,-1.07,-0.52,-2.88,0.48,1
1.00,-0.52,-1.19,-0.71,-1.15,-0.68,-0.81,0.87,1
1.00,-0.40,-1.17,-0.46,-1.03,-0.61,-2.70,1.06,1
1.00,-0.53,-1.16,-0.57,-0.95,-0.73,-4.08,-0.01,1
1.00,-0.45,-0.88,-0.66,-1.04,-0.40,-2.63,0.92,1
1.00,-0.61,-1.16,-0.78,-0.94,-0.59,-1.00,0.37,1
1.00,-0.74,-0.86,-0.60,-1.17,-0.77,-3.15,0.33,1
1.00,-0.68,-0.94,-0.66,-1.13,-0.45,-0.89,0.93,1
1.00,-0.74,-0.90,-0.61,-0.89,-0.46,-3.99,0.11,1
1.00,-0.79,-1.08,-0.66,-1.01,-0.42,-0.86,0.20,1
1.00,-0.49,-1.06,-0.60,-1.18,-0.49,-3.77,-0.03,1
1.00,-0.51,-0.89,-0.49,-0.95,-0.53,-2.31,0.79,1
1.00,-0.63,-1.07,-0.55,-0.99,-0.72,-0.84,0.93,1
1.00,-0.53,-0.86,-0.43,-0.98,-0.44,-3.78,1.20,1
1.00,-0.60,-0.91,-0.58,-1.04,-0.65,-1.66,0.99,1
1.00,-0.54,-0.99,-0.62,-0.86,-0.49,-2.93,0.77,1
1.00,-0.61,-1.01,-0.48,-0.98,-0.69,-4.15,0.24,1
1.00,-0.64,-1.14,-0.65,-0.98,-0.69,-1.75,1.12,1
1.00,-0.44,-1.08,-0.50,-1.15,-0.42,-2.66,0.12,1
1.00,-0.57,-1.07,-0.55,-1.20,-0.76,-3.89,0.05,1
1.00,-0.53,-0.96,-0.75,-0.98,-0.50,-3.67,0.63,1
1.00,-0.75,-1.09,-0.41,-0.92,-0.46,-4.12,0.05,1
1.00,-0.75,-1.08,-0.66,-0.88,-0.56,-2.13,1.17,1
1.00,-0.53,-1.05,-0.57,-1.10,-0.79,-4.28,0.22,1
1.00,-0.43,-1.08,-0.47,-1.12,-0.68,-3.55,0.22,1
1.00,-0.61,-1.07,-0.61,-0.94,-0.70,-4.50,1.26,1
1.00,-0.76,-1.20,-0.79,-0.86,-0.71,-3.40,-0.05,1
1.00,-0.71,-1.01,-0.75,-1.06,-0.59,-2.67,1.06,1
1.00,-0.68,-1.05,-0.50,-1.10,-0.44,-1.61,-0.11,1
1.00,-0.67,-0.95,-0.61,-0.90,-0.47,-4.13,0.58,1
1.00,-0.47,-1.20,-0.56,-1.04,-0.80,-4.19,1.26,1
1.00,-0.52,-0.93,-0.56,-1.01,-0.58,-3.71,0.01,1
1.00,-0.54,-0.87,-0.74,-0.89,-0.42,-1.73,1.26,1
1.00,-0.69,-1.16,-0.73,-0.89,-0.64,-1.26,0.10,1
1.00,-0.51,-1.08,-0.55,-0.91,-0.65,-3.95,0.19,1
1.00,-0.44,-1.06,-0.65,-0.97,-0.49,-1.00,-0.02,1
1.00,-0.72,-0.92,-0.52,-0.93,-0.65,-1.42,0.05,1
1.00,-0.47,-1.17,-0.57,-1.16,-0.74,-2.40,0.56,1
1.00,-0.55,-0.99,-0.70,-0.96,-0.71,-4.09,0.89,1
1.00,-0.49,-0.97,-0.54,-1.14,-0.64,-4.48,-0.12,1
1.00,-0.78,-0.96,-0.57,-0.87,-0.61,-1.64,0.14,1
1.00,-0.76,-0.93,-0.41,-0.86,-0.59,-1.63,0.37,1
1.00,-0.58,-1.11,-0.57,-0.87,-0.47,-4.30,0.69,1
1.00,-0.42,-0.89,-0.54,-1.13,-0.52,-3.93,-0.07,1
1.00,-0.60,-1.13,-0.43,-0.99,-0.46,-2.67,0.36,1
1.00,-0.61,-0.86,-0.74,-1.00,-0.69,-0.88,0.55,1
1.00,-0.52,-1.18,-0.50,-1.00,-0.43,-2.42,1.07,1
1.00,-0.58,-1.03,-0.53,-0.95,-0.70,-3.97,1.17,1
1.00,-0.60,-0.89,-0.80,-1.07,-0.71,-3.65,0.12,1
1.00,-0.56,-0.98,-0.56,-1.03,-0.54,-3.33,0.37,1
1.00,-0.70,-0.88,-0.43,-1.18,-0.71,-0.83,0.19,1
1.00,-0.49,-0.90,-0.77,-0.99,-0.78,-3.17,0.09,1
1.00,-0.66,-1.07,-0.41,-1.10,-0.46,-3.60,1.25,1
1.00,-0.63,-1.07,-0.69,-1.10,-0.56,-0.86,1.16,1
1.00,-0.44,-0.93,-0.63,-1.10,-0.58,-1.01,0.16,1
1.00,-0.68,-0.97,-0.68,-0.88,-0.64,-2.66,1.27,1
1.00,-0.75,-0.89,-0.64,-1.19,-0.63,-4.45,-0.15,1
1.00,-0.52,-1.07,-0.42,-1.01,-0.49,-1.19,-0.02,1
1.00,-0.69,-0.91,-0.60,-1.17,-0.79,-1.20,0.24,1
1.00,-0.76,-0.99,-0.41,-0.95,-0.70,-3.00,0.29,1
1.00,-0.79,-1.04,-0.67,-1.13,-0.62,-1.36,0.65,1
1.00,-0.45,-0.88,-0.55,-1.02,-0.71,-1.90,1.06,1
1.00,-0.47,-1.04,-0.57,-0.94,-0.65,-2.67,0.26,1
1.00,-0.46,-1.06,-0.56,-1.19,-0.64,-4.05,0.88,1
1.00,-0.57,-0.99,-0.76,-1.10,-0.74,-4.37,0.91,1
1.00,-0.74,-0.87,-0.45,-1.02,-0.61,-1.53,-0.12,1
1.00,-0.67,-0.91,-0.56,-0.86,-0.48,-1.04,0.07,1
1.00,-0.77,-0.85,-0.71,-0.98,-0.44,-1.94,1.24,1
1.00,-0.66,-0.92,-0.42,-1.05,-0.52,-2.41,0.21,1
1.00,-0.64,-1.02,-0.62,-0.90,-0.73,-1.89,0.76,1
1.00,-0.61,-1.01,-0.59,-0.90,-0.60,-4.44,-0.04,1
1.00,-0.70,-0.90,-0.63,-1.13,-0.54,-2.80,0.84,1
1.00,-0.73,-1.07,-0.44,-1.09,-0.61,-3.23,1.22,1
1.00,-0.77,-1.15,-0.55,-1.09,-0.61,-4.34,-0.01,1
1.00,-0.74,-0.89,-0.76,-1.06,-0.80,-3.12,-0.03,1
1.00,-0.41,-1.13,-0.51,-1.20,-0.51,-2.85,0.84,1
1.00,-0.50,-1.01,-0.62,-0.95,-0.55,-2.23,-0.11,1
1.00,-0.74,-1.01,-0.64,-1.05,-0.49,-2.62,0.17,1
1.00,-0.46,-1.18,-0.52,-0.93,-0.62,-3.38,0.93,1
1.00,-0.41,-1.05,-0.57,-1.03,-0.59,-1.24,0.12,1
1.00,-0.74,-1.16,-0.66,-1.19,-0.69,-0.83,-0.12,1
1.00,-0.53,-1.18,-0.75,-0.91,-0.62,-3.59,0.57,1
1.00,-0.60,-1.08,-0.62,-0.93,-0.74,-3.39,0.79,1
1.00,-0.65,-1.10,-0.78,-1.04,-0.65,-4.15,0.82,1
1.00,-0.42,-0.91,-0.54,-1.08,-0.77,-4.02,-0.06,1
1.00,-0.59,-1.03,-0.44,-1.14,-0.62,-2.45,0.24,1
1.00,-0.49,-1.16,-0.58,-0.89,-0.57,-3.88,0.65,1
