Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2,y3
1.00,-0.58,-1.08,-0.50,-0.96,-0.44,-4.35,0.83,1,0,0
1.00,-0.43,-1.05,-0.47,-1.02,-0.49,-2.27,0.87,1,0,0
1.00,-0.78,-1.02,-0.68,-1.02,-0.41,-1.35,-0.12,1,0,0
1.00,-0.43,-0.91,-0.50,-1.18,-0.70,-1.05,1.13,1,0,0
1.00,-0.60,-1.02,-0.49,-1.17,-0.74,-4.12,0.80,1,0,0
1.00,-0.43,-1.10,-0.77,-1.00,-0.61,-1.45,0.47,1,0,0
1.00,-0.64,-1.13,-0.48,-0.95,-0.51,-4.14,0.23,1,0,0
1.00,-0.58,-0.91,-0.47,-1.02,-0.71,-1.61,1.05,1,0,0
1.00,-0.67,-1.13,-0.51,-1.10,-0.64,-3.52,0.63,1,0,0
1.00,-0.49,-0.89,-0.71,-0.86,-0.67,-4.32,1.27,1,0,0
1.00,-0.63,-0.86,-0.80,-1.12,-0.77,-2.62,1.17,1,0,0
1.00,-0.63,-0.93,-0.57,-1.15,-0.43,-1.18,0.23,1,0,0
1.00,-0.64,-1.01,-0.60,-0.94,-0.68,-2.27,0.59,1,0,0
1.00,-0.58,-0.86,-0.54,-0.95,-0.76,-4.34,1.21,1,0,0
1.00,-0.59,-1.06,-0.52,-1.18,-0.76,-1.22,1.05,1,0,0
1.00,-0.51,-1.02,-0.53,-1.08,-0.57,-2.82,0.23,1,0,0
1.00,-0.52,-1.17,-0.51,-0.92,-0.64,-2.20,1.04,1,0,0
1.00,-0.64,-0.97,-0.60,-1.18,-0.50,-1.21,-0.09,1,0,0
1.00,-0.52,-0.98,-0.57,-0.95,-0.59,-2.01,0.44,1,0,0
1.00,-0.50,-0.94,-0.59,-1.13,-0.46,-3.00,0.82,1,0,0
1.00,-0.52,-0.93,-0.73,-0.98,-0.44,-0.95,0.70,1,0,0
1.00,-0.68,-0.96,-0.42,-1.10,-0.74,-1.69,0.66,1,0,0
1.00,-0.64,-0.92,-0.47,-1.13,-0.54,-2.82,1.02,1,0,0
1.00,-0.67,-1.09,-0.70,-1.06,-0.55,-4.49,0.01,1,0,0
1.00,-0.47,-0.87,-0.49,-0.85,-0.69,-2.80,0.56,1,0,0
1.00,-0.73,-1.19,-0.44,-1.05,-0.70,-3.20,0.30,1,0,0
1.00,-0.42,-1.07,-0.55,-0.85,-0.44,-2.06,-0.08,1,0,0
1.00,-0.41,-1.16,-0.40,-0.98,-0.79,-4.40,1.27,1,0,0
1.00,-0.46,-0.92,-0.54,-0.87,-0.72,-3.58,0.24,1,0,0
1.00,-0.51,-0.94,-0.74,-0.89,-0.66,-4.19,0.61,1,0,0
1.00,-0.65,-0.89,-0.51,-0.97,-0.65,-3.74,0.45,1,0,0
1.00,-0.76,-1.08,-0.63,-0.88,-0.60,-3.45,1.17,1,0,0
1.00,-0.64,-1.16,-0.61,-1.03,-0.49,-4.24,0.36,1,0,0
1.00,-0.59,-0.99,-0.47,-1.02,-0.72,-2.81,-0.09,1,0,0
1.00,-0.41,-1.12,-0.61,-0.95,-0.63,-3.48,1.21,1,0,0
1.00,-0.49,-0.94,-0.51,-0.86,-0.49,-3.22,0.81,1,0,0
1.00,-0.61,-1.01,-0.74,-0.93,-0.52,-2.65,0.43,1,0,0
1.00,-0.58,-1.13,-0.76,-1.18,-0.60,-3.71,0.22,1,0,0
1.00,-0.64,-1.11,-0.66,-1.07,-0.58,-4.29,0.35,1,0,0
1.00,-0.54,-0.85,-0.40,-1.11,-0.73,-1.53,0.66,1,0,0
1.00,-0.42,-1.20,-0.62,-0.91,-0.69,-1.10,0.52,1,0,0
1.00,-0.59,-1.15,-0.58,-0.90,-0.78,-3.67,0.60,1,0,0
1.00,-0.45,-1.07,-0.73,-1.17,-0.73,-3.64,0.47,1,0,0
1.00,-0.79,-0.93,-0.43,-1.12,-0.55,-1.14,1.26,1,0,0
1.00,-0.69,-1.02,-0.52,-1.14,-0.59,-4.26,0.27,1,0,0
1.00,-0.45,-1.10,-0.74,-0.86,-0.74,-3.20,1.12,1,0,0
1.00,-0.44,-0.91,-0.68,-0.86,-0.54,-3.47,0.28,1,0,0
1.00,-0.51,-1.14,-0.43,-0.88,-0.51,-1.77,0.69,1,0,0
1.00,-0.67,-0.90,-0.62,-1.10,-0.42,-1.94,0.07,1,0,0
1.00,-0.45,-0.99,-0.72,-0.94,-0.65,-1.21,0.20,1,0,0
1.00,-0.67,-1.05,-0.48,-1.17,-0.52,-4.22,1.27,1,0,0
1.00,-0.73,-0.89,-0.55,-1.08,-0.59,-1.95,0.70,1,0,0
1.00,-0.56,-1.02,-0.67,-0.98,-0.46,-2.79,0.78,1,0,0
1.00,-0.48,-1.19,-0.40,-0.94,-0.63,-2.39,0.29,1,0,0
1.00,-0.60,-0.86,-0.54,-0.85,-0.43,-3.67,0.95,1,0,0
1.00,-0.59,-0.98,-0.56,-1.17,-0.59,-2.74,0.55,1,0,0
1.00,-0.43,-1.04,-0.53,-0.90,-0.42,-2.71,0.40,1,0,0
1.00,-0.73,-0.86,-0.44,-1.05,-0.43,-2.54,1.19,1,0,0
1.00,-0.66,-1.13,-0.41,-0.92,-0.60,-2.88,0.57,1,0,0
1.00,-0.50,-1.06,-0.42,-0.95,-0.40,-2.51,0.40,1,0,0
1.00,-0.69,-1.14,-0.75,-1.10,-0.45,-0.85,0.35,1,0,0
1.00,-0.47,-0.99,-0.67,-1.01,-0.67,-4.11,1.16,1,0,0
1.00,-0.68,-1.02,-0.76,-1.13,-0.45,-1.35,0.50,1,0,0
1.00,-0.58,-1.11,-0.49,-0.89,-0.60,-3.95,0.10,1,0,0
1.00,-0.43,-0.96,-0.54,-0.97,-0.69,-2.56,0.44,1,0,0
1.00,-0.60,-1.08,-0.79,-1.06,-0.50,-1.80,0.50,1,0,0
1.00,-0.61,-0.99,-0.48,-0.90,-0.66,-2.18,0.66,1,0,0
1.00,-0.48,-1.02,-0.52,-1.20,-0.78,-3.36,1.03,1,0,0
1.00,-0.41,-0.91,-0.66,-0.91,-0.78,-1.76,-0.01,1,0,0
1.00,-0.45,-1.16,-0.53,-0.88,-0.69,-1.35,0.00,1,0,0
1.00,-0.65,-0.89,-0.42,-1.11,-0.64,-3.71,-0.03,1,0,0
1.00,-0.52,-0.88,-0.44,-1.01,-0.57,-4.29,0.99,1,0,0
1.00,-0.62,-1.18,-0.59,-0.86,-0.46,-3.80,1.29,1,0,0
1.00,-0.51,-1.13,-0.69,-0.89,-0.50,-3.96,0.11,1,0,0
1.00,-0.47,-0.95,-0.78,-1.10,-0.75,-1.34,0.46,1,0,0
1.00,-0.73,-1.08,-0.53,-0.86,-0.65,-2.43,0.06,1,0,0
1.00,-0.73,-0.88,-0.54,-1.12,-0.71,-1.22,0.24,1,0,0
1.00,-0.56,-0.86,-0.43,-1.02,-0.44,-4.31,0.31,1,0,0
1.00,-0.77,-1.15,-0.47,-0.91,-0.67,-3.38,0.41,1,0,0
1.00,-0.44,-1.19,-0.77,-1.09,-0.76,-0.81,0.57,1,0,0
1.00,-0.58,-0.90,-0.60,-1.12,-0.42,-3.39,0.72,1,0,0
1.00,-0.60,-1.17,-0.49,-1.08,-0.62,-4.06,0.17,1,0,0
1.00,-0.60,-1.06,-0.49,-1.13,-0.70,-2.15,1.08,1,0,0
1.00,-0.50,-1.15,-0.71,-1.11,-0.58,-4.13,0.24,1,0,0
1.00,-0.52,-1.08,-0.73,-1.12,-0.43,-3.52,0.76,1,0,0
1.00,-0.46,-0.90,-0.73,-1.06,-0.64,-2.99,-0.10,1,0,0
1.00,-0.48,-0.90,-0.69,-1.12,-0.52,-1.01,0.60,1,0,0
1.00,-0.68,-1.14,-0.57,-1.02,-0.47,-1.39,0.04,1,0,0
1.00,-0.78,-0.97,-0.49,-0.98,-0.41,-1.27,0.28,1,0,0
1.00,-0.77,-0.93,-0.61,-0.96,-0.55,-1.88,0.69,1,0,0
1.00,-0.79,-1.03,-0.68,-1.06,-0.45,-4.01,1.24,1,0,0
1.00,-0.67,-0.90,-0.65,-1.19,-0.67,-1.77,0.00,1,0,0
-1.00,-0.67,-1.18,-0.61,-1.11,-0.79,-1.97,-0.90,0,1,0
-1.00,-0.75,-0.87,-0.76,-1.04,-0.47,-3.77,0.14,0,1,0
-1.00,-0.76,-1.13,-0.46,-0.86,-0.77,-2.26,-0.22,0,1,0
-1.00,-0.45,-1.09,-0.76,-1.09,-0.48,-1.18,-0.77,0,1,0
-1.00,-0.40,-0.92,-0.53,-0.92,-0.64,-1.36,-0.45,0,1,0
-1.00,-0.45,-1.17,-0.48,-1.03,-0.70,-1.66,-0.17,0,1,0
-1.00,-0.77,-1.04,-0.53,-1.02,-0.64,-2.66,-0.86,0,1,0
-1.00,-0.65,-1.13,-0.70,-0.89,-0.54,-0.89,-0.88,0,1,0
-1.00,-0.44,-1.02,-0.73,-0.89,-0.59,-2.69,0.08,0,1,0
-1.00,-0.66,-1.11,-0.43,-1.01,-0.64,-4.34,-1.11,0,1,0
-1.00,-0.69,-0.95,-0.77,-1.19,-0.57,-3.24,-0.85,0,1,0
-1.00,-0.41,-1.12,-0.41,-0.90,-0.72,-1.06,-0.87,0,1,0
-1.00,-0.65,-1.00,-0.73,-0.85,-0.72,-2.67,0.03,0,1,0
-1.00,-0.52,-0.99,-0.49,-1.02,-0.53,-0.98,-0.68,0,1,0
-1.00,-0.62,-1.18,-0.51,-1.11,-0.65,-2.75,-0.86,0,1,0
-1.00,-0.73,-1.03,-0.57,-0.86,-0.46,-2.31,-0.75,0,1,0
-1.00,-0.47,-1.02,-0.50,-1.15,-0.68,-3.41,-0.33,0,1,0
-1.00,-0.61,-0.92,-0.60,-0.96,-0.75,-2.94,-0.71,0,1,0
-1.00,-0.79,-1.13,-0.67,-1.01,-0.53,-3.77,-0.25,0,1,0
-1.00,-0.69,-0.91,-0.49,-1.07,-0.48,-1.43,-0.10,0,1,0
-1.00,-0.42,-1.11,-0.65,-1.18,-0.75,-2.85,-0.07,0,1,0
-1.00,-0.66,-0.86,-0.55,-1.12,-0.74,-1.62,-1.20,0,1,0
-1.00,-0.73,-1.18,-0.68,-1.06,-0.68,-1.48,-0.68,0,1,0
-1.00,-0.79,-1.13,-0.50,-1.00,-0.63,-3.53,-1.25,0,1,0
-1.00,-0.69,-1.08,-0.74,-1.05,-0.57,-1.14,-0.64,0,1,0
-1.00,-0.58,-1.18,-0.58,-1.13,-0.76,-3.99,-0.76,0,1,0
-1.00,-0.66,-1.12,-0.47,-1.13,-0.57,-1.41,-0.46,0,1,0
-1.00,-0.41,-0.95,-0.64,-1.00,-0.79,-3.33,-1.24,0,1,0
-1.00,-0.62,-0.92,-0.51,-1.07,-0.55,-2.12,-0.23,0,1,0
-1.00,-0.60,-0.96,-0.62,-1.19,-0.70,-3.99,-1.00,0,1,0
-1.00,-0.63,-1.14,-0.55,-0.88,-0.74,-3.31,-1.20,0,1,0
-1.00,-0.61,-1.16,-0.55,-0.97,-0.54,-1.90,-0.55,0,1,0
-1.00,-0.41,-1.09,-0.45,-0.98,-0.41,-1.27,-0.59,0,1,0
-1.00,-0.57,-1.08,-0.58,-1.00,-0.55,-3.58,-0.85,0,1,0
-1.00,-0.59,-1.06,-0.75,-0.91,-0.41,-3.76,0.09,0,1,0
-1.00,-0.73,-1.00,-0.63,-1.15,-0.69,-3.78,-0.78,0,1,0
-1.00,-0.49,-1.17,-0.59,-0.90,-0.64,-2.31,-1.29,0,1,0
-1.00,-0.74,-1.05,-0.80,-1.01,-0.60,-1.41,-0.09,0,1,0
-1.00,-0.46,-1.09,-0.62,-1.02,-0.52,-2.87,-0.71,0,1,0
-1.00,-0.61,-0.89,-0.44,-0.86,-0.80,-4.43,-0.60,0,1,0
-1.00,-0.50,-0.92,-0.78,-0.92,-0.61,-3.91,-0.08,0,1,0
-1.00,-0.43,-1.07,-0.44,-1.04,-0.66,-3.63,-0.46,0,1,0
-1.00,-0.40,-1.18,-0.56,-1.00,-0.54,-2.81,-0.86,0,1,0
-1.00,-0.79,-1.05,-0.64,-1.18,-0.66,-4.47,-1.23,0,1,0
-1.00,-0.48,-1.14,-0.42,-1.04,-0.47,-1.85,-0.29,0,1,0
-1.00,-0.53,-1.02,-0.61,-1.15,-0.63,-4.10,-0.17,0,1,0
-1.00,-0.56,-1.17,-0.47,-1.20,-0.47,-1.32,-1.14,0,1,0
-1.00,-0.58,-1.12,-0.41,-1.00,-0.42,-3.89,-0.44,0,1,0
-1.00,-0.76,-1.17,-0.76,-0.98,-0.77,-1.20,-0.97,0,1,0
-1.00,-0.68,-1.00,-0.42,-1.02,-0.79,-3.11,-0.52,0,1,0
-1.00,-0.78,-0.98,-0.71,-0.87,-0.44,-2.48,-0.23,0,1,0
-1.00,-0.43,-1.10,-0.71,-1.06,-0.73,-3.98,-1.02,0,1,0
-1.00,-0.56,-0.93,-0.63,-1.10,-0.60,-1.77,-1.00,0,1,0
-1.00,-0.65,-0.94,-0.72,-0.98,-0.47,-3.74,-1.29,0,1,0
-1.00,-0.68,-1.08,-0.64,-0.90,-0.59,-2.68,0.14,0,1,0
-1.00,-0.43,-0.99,-0.64,-1.10,-0.44,-1.66,0.02,0,1,0
-1.00,-0.60,-1.04,-0.58,-1.15,-0.68,-3.78,-1.15,0,1,0
-1.00,-0.55,-1.15,-0.72,-1.15,-0.66,-2.24,-0.91,0,1,0
-1.00,-0.55,-1.04,-0.69,-1.06,-0.52,-4.19,-0.23,0,1,0
-1.00,-0.45,-1.09,-0.54,-0.88,-0.57,-1.97,-0.79,0,1,0
-1.00,-0.53,-0.95,-0.78,-1.02,-0.76,-3.31,-0.46,0,1,0
-1.00,-0.67,-0.90,-0.48,-1.06,-0.80,-3.01,-1.20,0,1,0
-1.00,-0.79,-1.00,-0.50,-1.02,-0.75,-1.83,-0.82,0,1,0
-1.00,-0.76,-0.92,-0.56,-1.12,-0.53,-1.91,-0.87,0,1,0
-1.00,-0.74,-0.89,-0.42,-0.89,-0.75,-2.59,-0.86,0,1,0
-1.00,-0.73,-1.12,-0.78,-1.11,-0.58,-3.02,-1.01,0,1,0
-1.00,-0.69,-1.04,-0.44,-1.00,-0.57,-2.81,-0.30,0,1,0
-1.00,-0.54,-0.85,-0.76,-0.96,-0.56,-2.06,-0.12,0,1,0
-1.00,-0.67,-1.00,-0.70,-1.04,-0.45,-2.79,-0.95,0,1,0
-1.00,-0.50,-0.98,-0.64,-1.19,-0.71,-4.06,-0.52,0,1,0
-1.00,-0.72,-0.88,-0.48,-1.15,-0.78,-1.12,-0.89,0,1,0
-1.00,-0.49,-0.94,-0.72,-0.86,-0.44,-4.05,-0.64,0,1,0
-1.00,-0.68,-1.00,-0.58,-1.14,-0.63,-4.48,-1.06,0,1,0
-1.00,-0.47,-1.08,-0.64,-0.88,-0.43,-3.41,-0.91,0,1,0
-1.00,-0.66,-0.90,-0.47,-0.88,-0.78,-3.35,-0.28,0,1,0
-1.00,-0.53,-1.05,-0.46,-0.91,-0.69,-3.12,-1.03,0,1,0
-1.00,-0.77,-1.03,-0.74,-0.99,-0.51,-3.26,-1.15,0,1,0
-1.00,-0.79,-0.89,-0.52,-0.89,-0.56,-0.86,-1.24,0,1,0
-1.00,-0.56,-1.01,-0.45,-1.09,-0.74,-2.74,-0.42,0,1,0
-1.00,-0.54,-1.10,-0.73,-0.86,-0.78,-1.03,-0.77,0,1,0
-1.00,-0.52,-0.93,-0.42,-1.10,-0.58,-1.48,-0.33,0,1,0
-1.00,-0.64,-1.03,-0.73,-0.92,-0.78,-3.48,-1.03,0,1,0
-1.00,-0.78,-1.19,-0.68,-0.96,-0.62,-1.44,-0.15,0,1,0
-1.00,-0.60,-1.02,-0.69,-1.05,-0.57,-0.80,-0.40,0,1,0
-1.00,-0.78,-1.03,-0.70,-0.91,-0.53,-2.40,-0.69,0,1,0
-1.00,-0.72,-1.18,-0.71,-0.92,-0.70,-0.86,-0.86,0,1,0
-1.00,-0.66,-1.11,-0.56,-0.92,-0.63,-4.46,-0.24,0,1,0
-1.00,-0.42,-0.97,-0.77,-1.04,-0.49,-1.42,-0.97,0,1,0
-1.00,-0.69,-1.10,-0.72,-0.95,-0.78,-2.94,-1.06,0,1,0
-1.00,-0.64,-0.87,-0.80,-1.15,-0.69,-4.21,0.14,0,1,0
-1.00,-0.52,-1.01,-0.65,-1.08,-0.59,-2.84,-0.99,0,1,0
-1.00,-0.67,-1.06,-0.78,-0.93,-0.64,-1.92,-1.19,0,1,0
-1.00,-0.55,-0.93,-0.77,-1.01,-0.42,-3.82,-0.08,0,1,0
-1.00,-0.80,-1.00,-0.49,-1.01,-0.66,-4.19,-0.91,0,1,0
-1.00,-0.73,-0.88,-0.54,-0.88,-0.62,-3.19,-0.15,0,1,0
-1.00,-0.71,-1.06,-0.70,-1.13,-0.59,-3.17,-1.14,0,1,0
-1.00,-0.55,-0.96,-0.69,-0.96,-0.72,-3.46,-0.34,0,1,0
-1.00,-0.61,-1.03,-0.46,-0.98,-0.58,-4.49,0.15,0,1,0
-1.00,-0.69,-0.94,-0.41,-0.95,-0.57,-0.92,-0.49,0,1,0
-1.00,-0.75,-0.86,-0.74,-0.95,-0.62,-1.42,-0.86,0,1,0
-1.00,-0.58,-0.97,-0.58,-1.04,-0.68,-2.10,-0.61,0,1,0
-1.00,-0.42,-1.10,-0.71,-1.02,-0.58,-1.00,-1.02,0,1,0
-1.00,-0.62,-1.19,-0.67,-0.99,-0.70,-2.65,-1.11,0,1,0
-1.00,-0.40,-1.14,-0.52,-1.17,-0.62,-1.75,-1.20,0,1,0
-1.00,-0.53,-1.09,-0.75,-0.93,-0.55,-2.73,-0.27,0,1,0
-1.00,-0.51,-1.07,-0.51,-1.01,-0.49,-4.48,-0.28,0,1,0
-1.00,-0.57,-0.90,-0.67,-1.17,-0.44,-3.98,-1.26,0,1,0
-1.00,-0.73,-0.88,-0.68,-0.99,-0.51,-4.06,-0.70,0,1,0
-1.00,-0.49,-0.86,-0.53,-0.85,-0.76,-1.54,0.15,0,1,0
-1.00,-0.56,-0.97,-0.42,-1.01,-0.52,-2.23,-0.76,0,1,0
-1.00,-0.80,-1.14,-0.80,-1.13,-0.74,-1.74,-0.51,0,1,0
-1.00,-0.56,-0.91,-0.70,-0.88,-0.66,-3.10,-0.93,0,1,0
-1.00,-0.68,-1.13,-0.60,-1.10,-0.43,-3.92,-0.57,0,1,0
-1.00,-0.69,-0.93,-0.68,-1.01,-0.69,-4.42,-0.77,0,1,0
-1.00,-0.43,-1.14,-0.50,-1.10,-0.77,-3.65,-0.14,0,1,0
-1.00,-0.41,-1.01,-0.80,-1.06,-0.49,-1.80,-0.68,0,1,0
-1.00,-0.73,-0.93,-0.52,-0.95,-0.65,-2.39,-1.22,0,1,0
-1.00,-0.76,-0.93,-0.55,-0.93,-0.80,-3.37,-0.15,0,1,0
-1.00,-0.66,-0.96,-0.53,-1.11,-0.51,-2.45,-1.17,0,1,0
-1.00,-0.51,-0.86,-0.57,-1.08,-0.79,-3.92,-0.73,0,1,0
-1.00,-0.63,-0.89,-0.74,-0.98,-0.48,-1.35,-0.54,0,1,0
-1.00,-0.40,-0.86,-0.49,-0.98,-0.77,-1.49,-0.84,0,1,0
-1.00,-0.49,-0.98,-0.40,-0.98,-0.53,-4.01,-0.49,0,1,0
-1.00,-0.79,-0.90,-0.63,-0.92,-0.55,-1.76,0.05,0,1,0
-1.00,-0.63,-0.98,-0.57,-1.01,-0.55,-1.64,-0.58,0,1,0
-1.00,-0.78,-0.98,-0.73,-1.07,-0.43,-1.94,-0.01,0,1,0
-1.00,-0.41,-1.08,-0.67,-1.19,-0.73,-1.05,-0.78,0,1,0
-1.00,-0.46,-0.86,-0.63,-0.94,-0.71,-4.06,-0.41,0,1,0
-1.00,-0.67,-1.00,-0.63,-0.96,-0.75,-4.16,-1.28,0,1,0
-1.00,-0.61,-0.85,-0.62,-0.88,-0.75,-1.41,-1.13,0,1,0
-1.00,-0.69,-1.18,-0.65,-0.94,-0.59,-4.41,-0.52,0,1,0
-1.00,-0.43,-0.86,-0.45,-1.19,-0.50,-3.00,-0.14,0,1,0
-1.00,-0.61,-0.86,-0.45,-0.91,-0.55,-3.00,-0.93,0,1,0
-1.00,-0.79,-1.05,-0.79,-1.04,-0.58,-3.48,-0.91,0,1,0
-1.00,-0.74,-1.14,-0.69,-0.97,-0.54,-3.15,-0.57,0,1,0
-1.00,-0.57,-1.06,-0.64,-1.17,-0.71,-4.11,-0.50,0,1,0
-1.00,-0.61,-1.17,-0.77,-1.02,-0.53,-1.39,-1.23,0,1,0
-1.00,-0.72,-1.18,-0.43,-1.01,-0.64,-1.33,-0.96,0,1,0
-1.00,-0.48,-1.14,-0.57,-1.06,-0.71,-2.10,-0.39,0,1,0
-1.00,-0.59,-1.09,-0.68,-1.01,-0.80,-3.98,-0.24,0,1,0
-1.00,-0.78,-1.15,-0.77,-1.06,-0.40,-3.81,-0.10,0,1,0
-1.00,-0.57,-1.06,-0.73,-0.86,-0.64,-1.66,-1.28,0,1,0
-1.00,-0.45,-0.99,-0.46,-0.89,-0.67,-2.33,-0.78,0,1,0
-1.00,-0.64,-1.04,-0.47,-1.05,-0.54,-3.32,-1.14,0,1,0
-1.00,-0.45,-0.99,-0.41,-1.09,-0.61,-2.22,0.11,0,1,0
-1.00,-0.54,-1.10,-0.62,-1.07,-0.51,-3.13,-0.11,0,1,0
-1.00,-0.72,-0.99,-0.50,-1.09,-0.45,-1.92,-0.56,0,1,0
-1.00,-0.58,-1.11,-0.64,-0.88,-0.69,-3.56,0.07,0,1,0
-1.00,-0.53,-1.04,-0.47,-1.17,-0.68,-3.33,-0.27,0,1,0
-1.00,-0.75,-0.91,-0.64,-1.14,-0.65,-2.34,0.02,0,1,0
-1.00,-0.75,-1.02,-0.52,-0.91,-0.75,-1.89,-0.49,0,1,0
-1.00,-0.53,-1.17,-0.69,-0.88,-0.45,-4.34,-0.74,0,1,0
-1.00,-0.42,-1.12,-0.41,-1.05,-0.66,-2.85,-0.59,0,1,0
-1.00,-0.80,-0.96,-0.66,-1.20,-0.78,-4.46,-0.28,0,1,0
-1.00,-0.41,-1.02,-0.59,-1.07,-0.66,-1.15,-0.37,0,1,0
-1.00,-0.59,-1.07,-0.75,-1.14,-0.52,-1.79,-0.96,0,1,0
-1.00,-0.76,-0.95,-0.79,-1.05,-0.60,-2.06,-0.92,0,1,0
-1.00,-0.44,-1.18,-0.46,-1.07,-0.44,-1.41,-0.16,0,1,0
-1.00,-0.51,-1.17,-0.49,-0.93,-0.60,-2.59,-0.79,0,1,0
-1.00,-0.64,-1.00,-0.44,-0.99,-0.59,-1.12,-0.36,0,1,0
-1.00,-0.56,-0.95,-0.77,-1.00,-0.51,-1.11,-0.31,0,1,0
-1.00,-0.54,-0.93,-0.58,-1.16,-0.47,-2.52,-0.23,0,1,0
-1.00,-0.56,-1.06,-0.47,-1.00,-0.79,-1.53,-0.08,0,1,0
-1.00,-0.43,-1.04,-0.52,-1.14,-0.66,-1.99,-0.74,0,1,0
-1.00,-0.55,-0.90,-0.61,-0.97,-0.66,-1.32,-0.17,0,1,0
-1.00,-0.60,-0.98,-0.45,-1.16,-0.75,-2.88,-0.19,0,1,0
-1.00,-0.68,-1.16,-0.50,-0.94,-0.79,-0.88,-0.31,0,1,0
-1.00,-0.60,-1.14,-0.64,-0.88,-0.57,-2.85,-0.87,0,1,0
-1.00,-0.69,-0.85,-0.51,-1.03,-0.53,-0.81,-0.19,0,1,0
-1.00,-0.69,-1.17,-0.76,-0.94,-0.73,-4.34,-1.04,0,1,0
-1.00,-0.77,-1.19,-0.65,-0.88,-0.71,-3.55,-0.45,0,1,0
-1.00,-0.71,-1.00,-0.67,-0.93,-0.80,-3.86,-0.48,0,1,0
-1.00,-0.77,-0.86,-0.56,-0.90,-0.68,-4.27,-0.08,0,1,0
-1.00,-0.74,-1.17,-0.55,-0.98,-0.49,-3.59,-1.14,0,1,0
-1.00,-0.77,-0.97,-0.56,-0.98,-0.45,-3.85,-0.46,0,1,0
-1.00,-0.58,-0.96,-0.65,-0.86,-0.71,-1.62,-0.85,0,1,0
-1.00,-0.77,-1.14,-0.46,-0.99,-0.61,-2.88,-0.96,0,1,0
-1.00,-0.56,-0.88,-0.55,-1.03,-0.73,-2.56,-0.52,0,1,0
-1.00,-0.79,-1.08,-0.79,-1.18,-0.45,-3.60,-0.86,0,1,0
-1.00,-0.42,-1.06,-0.67,-0.87,-0.72,-1.96,-1.16,0,1,0
-1.00,-0.57,-1.11,-0.70,-1.09,-0.70,-3.55,-0.99,0,1,0
-1.00,-0.50,-0.90,-0.42,-1.08,-0.71,-3.35,0.14,0,1,0
-1.00,-0.50,-0.88,-0.74,-0.93,-0.72,-3.40,-1.28,0,1,0
-1.00,-0.73,-1.13,-0.52,-1.08,-0.62,-1.54,-0.63,0,1,0
-1.00,-0.50,-1.04,-0.42,-1.15,-0.59,-1.37,0.04,0,1,0
-1.00,-0.73,-1.16,-0.69,-0.92,-0.48,-1.03,-0.90,0,1,0
-1.00,-0.70,-1.00,-0.51,-0.90,-0.52,-2.78,-0.70,0,1,0
-1.00,-0.80,-1.11,-0.64,-1.16,-0.56,-3.43,0.07,0,1,0
-1.00,-0.43,-0.97,-0.42,-1.17,-0.44,-2.87,-0.29,0,1,0
-1.00,-0.43,-0.85,-0.57,-1.15,-0.55,-2.14,-0.89,0,1,0
-1.00,-0.68,-0.95,-0.69,-1.10,-0.44,-2.98,-0.20,0,1,0
-1.00,-0.68,-1.02,-0.51,-1.13,-0.79,-4.08,-0.68,0,1,0
-1.00,-0.44,-1.18,-0.62,-1.08,-0.77,-1.53,0.04,0,1,0
-1.00,-0.68,-1.18,-0.78,-1.16,-0.78,-3.30,-0.94,0,1,0
-1.00,-0.69,-0.94,-0.58,-1.17,-0.67,-1.58,-0.31,0,1,0
-1.00,-0.79,-1.09,-0.71,-1.08,-0.49,-3.43,-0.35,0,1,0
-1.00,-0.53,-0.90,-0.80,-1.02,-0.56,-4.19,0.11,0,1,0
-1.00,-0.45,-0.99,-0.57,-0.88,-0.73,-4.09,-0.80,0,1,0
-1.00,-0.44,-1.15,-0.78,-0.86,-0.56,-4.29,-0.04,0,1,0
-1.00,-0.61,-0.93,-0.51,-1.04,-0.69,-2.53,-0.49,0,1,0
-1.00,-0.64,-0.94,-0.79,-1.08,-0.70,-2.20,-0.60,0,1,0
-1.00,-0.66,-0.88,-0.76,-1.09,-0.45,-1.77,-0.34,0,1,0
-1.00,-0.66,-0.94,-0.47,-1.10,-0.41,-2.29,-0.84,0,1,0
-1.00,-0.75,-0.94,-0.64,-0.88,-0.53,-4.27,-0.48,0,1,0
-1.00,-0.47,-1.07,-0.42,-1.13,-0.76,-2.20,-1.10,0,1,0
-1.00,-0.44,-1.15,-0.57,-1.10,-0.70,-2.93,-0.87,0,1,0
-1.00,-0.41,-0.88,-0.59,-1.19,-0.50,-0.87,-0.03,0,1,0
-1.00,-0.57,-1.07,-0.52,-0.97,-0.78,-4.42,0.01,0,1,0
-1.00,-0.72,-0.93,-0.61,-1.02,-0.57,-2.46,-0.78,0,1,0
-1.00,-0.78,-0.97,-0.80,-0.98,-0.80,-0.95,-1.21,0,1,0
-1.00,-0.67,-1.12,-0.45,-1.07,-0.57,-2.67,-0.13,0,1,0
-1.00,-0.50,-0.87,-0.52,-0.87,-0.78,-3.84,-0.34,0,1,0
-1.00,-0.80,-1.02,-0.50,-1.01,-0.66,-1.09,-0.53,0,1,0
-1.00,-0.62,-1.01,-0.62,-1.00,-0.70,-3.89,-0.90,0,1,0
-1.00,-0.72,-0.86,-0.62,-1.11,-0.50,-2.65,-0.26,0,1,0
