Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2,y3
-1.00,-0.68,-1.02,-0.52,-1.05,-0.56,-2.13,-0.63,0,1,0
-1.00,-0.61,-0.98,-0.57,-1.17,-0.54,-2.74,-0.84,0,1,0
-1.00,-0.77,-1.05,-0.74,-0.95,-0.70,-2.13,-1.26,0,1,0
-1.00,-0.65,-0.98,-0.45,-1.06,-0.58,-3.87,-0.90,0,1,0
-1.00,-0.62,-1.14,-0.68,-1.14,-0.50,-2.81,-0.61,0,1,0
-1.00,-0.46,-1.01,-0.62,-1.14,-0.45,-4.17,-0.74,0,1,0
-1.00,-0.42,-1.17,-0.55,-1.17,-0.79,-3.09,-0.62,0,1,0
-1.00,-0.64,-0.95,-0.54,-0.92,-0.53,-1.02,-0.79,0,1,0
-1.00,-0.58,-1.17,-0.45,-1.09,-0.41,-3.26,-0.45,0,1,0
-1.00,-0.40,-1.04,-0.79,-0.90,-0.42,-3.92,0.03,0,1,0
-1.00,-0.77,-0.88,-0.58,-0.88,-0.60,-4.22,-0.24,0,1,0
-1.00,-0.80,-0.97,-0.52,-0.89,-0.44,-2.28,0.15,0,1,0
-1.00,-0.41,-0.88,-0.43,-1.16,-0.79,-3.94,0.11,0,1,0
-1.00,-0.41,-0.89,-0.75,-1.06,-0.70,-1.40,-1.06,0,1,0
-1.00,-0.62,-0.95,-0.76,-0.95,-0.45,-1.32,-0.44,0,1,0
-1.00,-0.63,-1.16,-0.57,-0.92,-0.44,-1.13,-0.58,0,1,0
-1.00,-0.49,-0.99,-0.64,-1.12,-0.73,-3.22,-0.49,0,1,0
-1.00,-0.55,-1.13,-0.58,-0.94,-0.58,-0.94,-1.25,0,1,0
-1.00,-0.52,-0.93,-0.67,-1.12,-0.48,-2.66,-1.11,0,1,0
-1.00,-0.44,-0.93,-0.55,-0.86,-0.64,-4.33,-1.25,0,1,0
-1.00,-0.71,-1.02,-0.64,-1.04,-0.49,-2.81,-0.18,0,1,0
-1.00,-0.52,-1.08,-0.58,-1.05,-0.72,-1.10,-0.35,0,1,0
-1.00,-0.71,-0.92,-0.41,-0.96,-0.49,-1.52,0.04,0,1,0
-1.00,-0.61,-1.15,-0.74,-1.19,-0.68,-2.57,-0.01,0,1,0
-1.00,-0.42,-0.86,-0.46,-0.89,-0.70,-3.34,-1.08,0,1,0
-1.00,-0.60,-1.11,-0.55,-1.01,-0.66,-2.87,-0.99,0,1,0
-1.00,-0.68,-0.88,-0.65,-0.97,-0.64,-1.63,-0.70,0,1,0
-1.00,-0.73,-1.18,-0.63,-0.95,-0.43,-3.26,-0.62,0,1,0
-1.00,-0.49,-0.95,-0.41,-1.14,-0.49,-3.82,-1.30,0,1,0
-1.00,-0.67,-1.01,-0.77,-1.05,-0.77,-2.60,-1.02,0,1,0
-1.00,-0.67,-1.18,-0.41,-0.99,-0.52,-1.28,-1.28,0,1,0
-1.00,-0.51,-1.15,-0.60,-1.16,-0.76,-1.69,-1.20,0,1,0
-1.00,-0.51,-0.96,-0.46,-1.08,-0.41,-2.61,-0.21,0,1,0
-1.00,-0.67,-1.06,-0.48,-1.10,-0.70,-1.91,-1.18,0,1,0
-1.00,-0.65,-0.89,-0.73,-0.97,-0.57,-4.03,-0.23,0,1,0
-1.00,-0.69,-1.03,-0.55,-1.02,-0.71,-4.32,-0.69,0,1,0
-1.00,-0.50,-0.87,-0.48,-0.93,-0.62,-3.45,-0.91,0,1,0
-1.00,-0.67,-1.10,-0.61,-1.16,-0.69,-4.02,-1.11,0,1,0
-1.00,-0.66,-1.07,-0.57,-1.02,-0.65,-2.87,-0.18,0,1,0
-1.00,-0.48,-0.86,-0.78,-0.85,-0.68,-0.83,-0.13,0,1,0
-1.00,-0.41,-1.18,-0.64,-1.12,-0.52,-3.35,-0.04,0,1,0
-1.00,-0.74,-1.15,-0.51,-1.13,-0.79,-1.52,-1.28,0,1,0
-1.00,-0.64,-0.86,-0.42,-0.95,-0.70,-2.78,-0.18,0,1,0
-1.00,-0.61,-0.95,-0.48,-1.16,-0.42,-3.19,-0.93,0,1,0
-1.00,-0.63,-0.88,-0.57,-0.96,-0.59,-1.24,-0.07,0,1,0
-1.00,-0.41,-0.90,-0.55,-1.17,-0.62,-3.85,-0.29,0,1,0
-1.00,-0.74,-1.09,-0.56,-1.07,-0.53,-4.36,-0.29,0,1,0
-1.00,-0.58,-1.17,-0.72,-1.03,-0.70,-3.73,-0.02,0,1,0
-1.00,-0.55,-1.08,-0.44,-0.93,-0.40,-3.60,-0.28,0,1,0
-1.00,-0.53,-1.05,-0.55,-1.02,-0.66,-2.19,-0.47,0,1,0
-1.00,-0.77,-1.15,-0.70,-1.10,-0.78,-0.90,-1.08,0,1,0
-1.00,-0.69,-1.16,-0.54,-0.96,-0.79,-2.22,-0.11,0,1,0
-1.00,-0.45,-0.95,-0.61,-0.94,-0.40,-2.73,-0.22,0,1,0
-1.00,-0.68,-1.01,-0.61,-1.09,-0.77,-4.10,-0.85,0,1,0
-1.00,-0.63,-1.03,-0.67,-1.15,-0.61,-3.24,0.03,0,1,0
-1.00,-0.79,-1.01,-0.41,-0.94,-0.78,-3.14,-0.82,0,1,0
-1.00,-0.54,-1.06,-0.47,-0.91,-0.41,-4.31,-1.08,0,1,0
-1.00,-0.75,-0.86,-0.45,-1.15,-0.74,-3.65,-1.15,0,1,0
-1.00,-0.46,-0.98,-0.62,-0.95,-0.41,-4.31,-0.89,0,1,0
-1.00,-0.63,-1.20,-0.56,-1.15,-0.63,-3.56,-0.02,0,1,0
-1.00,-0.52,-1.17,-0.47,-1.19,-0.74,-3.56,-0.77,0,1,0
-1.00,-0.55,-1.17,-0.50,-1.06,-0.55,-1.04,-1.18,0,1,0
-1.00,-0.44,-1.02,-0.61,-1.09,-0.66,-1.92,-0.04,0,1,0
-1.00,-0.77,-0.86,-0.62,-0.97,-0.43,-1.04,-0.19,0,1,0
-1.00,-0.58,-0.89,-0.66,-1.17,-0.61,-3.25,-1.01,0,1,0
-1.00,-0.78,-1.18,-0.73,-1.14,-0.73,-3.46,-0.17,0,1,0
-1.00,-0.52,-1.18,-0.51,-0.96,-0.55,-4.06,-0.16,0,1,0
-1.00,-0.74,-0.91,-0.71,-1.17,-0.46,-2.53,-0.37,0,1,0
-1.00,-0.54,-1.17,-0.65,-0.91,-0.49,-1.61,-1.19,0,1,0
-1.00,-0.61,-0.99,-0.45,-0.88,-0.60,-4.04,-1.18,0,1,0
-1.00,-0.79,-0.90,-0.57,-1.06,-0.50,-4.13,-1.06,0,1,0
-1.00,-0.44,-0.91,-0.41,-0.86,-0.41,-1.04,-1.30,0,1,0
-1.00,-0.41,-0.95,-0.51,-1.12,-0.59,-1.98,-0.63,0,1,0
-1.00,-0.79,-1.02,-0.62,-0.97,-0.51,-0.83,-1.28,0,1,0
-1.00,-0.62,-1.10,-0.44,-1.19,-0.75,-1.23,-0.69,0,1,0
-1.00,-0.42,-1.13,-0.57,-1.10,-0.53,-3.50,0.12,0,1,0
-1.00,-0.75,-0.90,-0.55,-1.18,-0.63,-2.43,-0.08,0,1,0
-1.00,-0.59,-1.15,-0.60,-0.90,-0.49,-3.99,-0.04,0,1,0
-1.00,-0.72,-0.98,-0.78,-0.86,-0.48,-4.49,-1.24,0,1,0
-1.00,-0.73,-1.00,-0.42,-0.85,-0.71,-4.15,-1.16,0,1,0
-1.00,-0.46,-1.14,-0.76,-0.94,-0.72,-3.33,-0.73,0,1,0
-1.00,-0.66,-1.06,-0.78,-1.01,-0.57,-2.20,-1.28,0,1,0
-1.00,-0.72,-1.06,-0.74,-1.06,-0.56,-4.35,-0.94,0,1,0
-1.00,-0.43,-1.09,-0.72,-1.02,-0.68,-2.12,0.08,0,1,0
-1.00,-0.77,-1.19,-0.50,-1.04,-0.44,-3.81,-0.06,0,1,0
-1.00,-0.68,-0.90,-0.52,-1.13,-0.50,-3.98,-1.01,0,1,0
-1.00,-0.60,-0.92,-0.63,-0.99,-0.61,-2.84,-0.80,0,1,0
-1.00,-0.76,-1.01,-0.53,-0.97,-0.59,-1.04,-0.58,0,1,0
-1.00,-0.59,-1.05,-0.54,-0.92,-0.69,-1.71,-0.67,0,1,0
-1.00,-0.52,-0.90,-0.74,-1.15,-0.58,-2.24,0.11,0,1,0
-1.00,-0.57,-1.00,-0.66,-0.89,-0.52,-2.35,-0.60,0,1,0
-1.00,-0.52,-0.93,-0.57,-0.87,-0.60,-2.39,-0.46,0,1,0
-1.00,-0.50,-0.97,-0.71,-1.00,-0.68,-4.19,-0.30,0,1,0
-1.00,-0.41,-0.86,-0.79,-1.10,-0.75,-2.05,0.08,0,1,0
-1.00,-0.60,-1.12,-0.69,-1.10,-0.74,-3.03,-1.23,0,1,0
-1.00,-0.43,-0.97,-0.72,-0.96,-0.42,-1.27,-1.29,0,1,0
-1.00,-0.56,-0.90,-0.54,-1.19,-0.55,-0.97,-1.13,0,1,0
-1.00,-0.60,-1.06,-0.47,-1.18,-0.46,-1.70,-1.21,0,1,0
-1.00,-0.71,-1.01,-0.52,-1.03,-0.60,-4.08,-0.99,0,1,0
-1.00,-0.65,-0.95,-0.78,-1.03,-0.50,-3.16,0.04,0,1,0
-1.00,-0.69,-1.02,-0.54,-1.09,-0.61,-4.21,-0.56,0,1,0
-1.00,-0.70,-1.15,-0.56,-0.93,-0.53,-3.75,-0.21,0,1,0
-1.00,-0.48,-0.99,-0.78,-1.05,-0.62,-3.68,-0.34,0,1,0
-1.00,-0.42,-1.12,-0.56,-1.12,-0.45,-2.05,-0.40,0,1,0
-1.00,-0.66,-1.11,-0.71,-1.03,-0.79,-1.16,-0.06,0,1,0
-1.00,-0.50,-1.10,-0.78,-0.86,-0.68,-4.22,-0.90,0,1,0
-1.00,-0.71,-1.12,-0.47,-1.17,-0.50,-1.23,0.11,0,1,0
-1.00,-0.55,-1.05,-0.55,-1.13,-0.61,-2.25,-1.19,0,1,0
-1.00,-0.71,-1.14,-0.74,-1.09,-0.40,-3.53,-0.77,0,1,0
-1.00,-0.43,-1.18,-0.71,-0.86,-0.64,-4.23,-0.31,0,1,0
-1.00,-0.76,-1.04,-0.57,-0.88,-0.71,-1.80,-1.16,0,1,0
-1.00,-0.52,-1.02,-0.45,-0.95,-0.53,-1.67,-0.50,0,1,0
-1.00,-0.72,-0.93,-0.58,-1.16,-0.44,-1.81,0.09,0,1,0
-1.00,-0.69,-0.85,-0.48,-0.87,-0.71,-3.58,-0.10,0,1,0
-1.00,-0.58,-1.03,-0.58,-0.97,-0.64,-2.92,-0.19,0,1,0
-1.00,-0.54,-1.14,-0.67,-0.85,-0.62,-2.67,-0.49,0,1,0
-1.00,-0.70,-0.88,-0.53,-0.95,-0.73,-0.99,-0.60,0,1,0
-1.00,-0.67,-0.88,-0.41,-1.07,-0.40,-0.86,-1.00,0,1,0
-1.00,-0.70,-1.07,-0.77,-1.18,-0.79,-3.61,-0.11,0,1,0
-1.00,-0.52,-0.91,-0.65,-1.14,-0.60,-2.67,-1.30,0,1,0
-1.00,-0.52,-1.11,-0.68,-1.19,-0.62,-1.90,-1.14,0,1,0
-1.00,-0.55,-0.99,-0.46,-1.10,-0.55,-1.59,-0.52,0,1,0
-1.00,-0.80,-1.17,-0.45,-1.09,-0.43,-4.47,-1.07,0,1,0
-1.00,-0.78,-1.16,-0.60,-0.99,-0.65,-4.42,-1.05,0,1,0
-1.00,-0.44,-1.14,-0.58,-1.19,-0.61,-2.21,-1.02,0,1,0
-1.00,-0.74,-0.90,-0.45,-1.15,-0.64,-3.96,-1.05,0,1,0
-1.00,-0.64,-1.09,-0.41,-1.00,-0.80,-2.61,-0.85,0,1,0
-1.00,-0.50,-1.14,-0.60,-1.06,-0.75,-0.85,-0.80,0,1,0
-1.00,-0.66,-1.09,-0.80,-1.16,-0.54,-1.75,-0.74,0,1,0
-1.00,-0.65,-0.85,-0.51,-0.93,-0.55,-3.26,-0.50,0,1,0
-1.00,-0.80,-1.05,-0.77,-1.00,-0.58,-3.32,-0.61,0,1,0
-1.00,-0.49,-0.90,-0.46,-0.96,-0.47,-1.42,-0.83,0,1,0
-1.00,-0.46,-0.90,-0.49,-1.19,-0.61,-3.76,0.05,0,1,0
-1.00,-0.72,-0.99,-0.58,-1.19,-0.48,-1.11,-0.72,0,1,0
-1.00,-0.78,-0.90,-0.43,-0.94,-0.55,-2.36,-0.83,0,1,0
-1.00,-0.51,-1.19,-0.74,-1.15,-0.59,-3.21,-1.27,0,1,0
-1.00,-0.79,-1.11,-0.45,-1.15,-0.57,-3.47,-0.61,0,1,0
-1.00,-0.72,-1.20,-0.59,-1.15,-0.60,-1.82,-0.91,0,1,0
-1.00,-0.77,-1.01,-0.47,-0.98,-0.46,-4.38,-1.08,0,1,0
-1.00,-0.74,-1.02,-0.41,-1.17,-0.68,-2.35,-0.63,0,1,0
-1.00,-0.66,-1.13,-0.78,-1.16,-0.77,-4.29,-0.79,0,1,0
-1.00,-0.75,-0.96,-0.72,-1.18,-0.78,-3.59,-0.73,0,1,0
-1.00,-0.79,-1.08,-0.56,-0.96,-0.65,-1.49,-0.97,0,1,0
-1.00,-0.60,-0.99,-0.70,-0.91,-0.62,-2.35,-1.17,0,1,0
-1.00,-0.68,-1.01,-0.60,-0.86,-0.53,-2.25,-0.31,0,1,0
-1.00,-0.71,-0.90,-0.47,-0.87,-0.46,-1.95,-0.98,0,1,0
-1.00,-0.76,-0.94,-0.44,-1.09,-0.42,-3.66,0.02,0,1,0
-1.00,-0.65,-0.93,-0.78,-1.12,-0.78,-4.18,-1.27,0,1,0
-1.00,-0.59,-1.07,-0.56,-1.13,-0.79,-2.54,-0.54,0,1,0
-1.00,-0.47,-1.02,-0.47,-1.16,-0.51,-2.84,-1.21,0,1,0
-1.00,-0.62,-1.06,-0.70,-0.94,-0.66,-1.82,-0.45,0,1,0
-1.00,-0.54,-1.11,-0.45,-1.14,-0.50,-4.28,-0.75,0,1,0
-1.00,-0.77,-0.89,-0.43,-1.19,-0.77,-4.17,0.07,0,1,0
-1.00,-0.67,-1.03,-0.61,-1.19,-0.56,-3.06,-0.65,0,1,0
-1.00,-0.50,-1.17,-0.58,-1.20,-0.60,-1.56,-1.05,0,1,0
-1.00,-0.46,-0.92,-0.45,-0.99,-0.41,-1.91,-1.20,0,1,0
-1.00,-0.45,-0.98,-0.76,-1.05,-0.64,-0.97,-0.16,0,1,0
-1.00,-0.50,-1.09,-0.44,-1.18,-0.71,-4.20,-0.56,0,1,0
-1.00,-0.77,-0.89,-0.67,-1.19,-0.60,-3.29,-0.17,0,1,0
-1.00,-0.77,-0.90,-0.69,-0.98,-0.60,-1.86,-0.42,0,1,0
-1.00,-0.59,-0.93,-0.57,-1.07,-0.66,-1.60,0.03,0,1,0
-1.00,-0.52,-0.87,-0.52,-1.01,-0.40,-3.99,-0.51,0,1,0
-1.00,-0.65,-1.01,-0.43,-1.10,-0.72,-3.48,0.13,0,1,0
-1.00,-0.57,-0.93,-0.44,-1.20,-0.50,-2.29,-0.50,0,1,0
-1.00,-0.72,-1.07,-0.56,-1.09,-0.44,-3.04,-0.25,0,1,0
-1.00,-0.56,-0.90,-0.77,-0.96,-0.66,-1.14,-0.79,0,1,0
-1.00,-0.46,-1.17,-0.67,-0.96,-0.46,-4.00,-1.05,0,1,0
-1.00,-0.78,-1.06,-0.47,-0.94,-0.48,-3.81,0.05,0,1,0
-1.00,-0.47,-0.90,-0.49,-1.17,-0.51,-2.91,-0.09,0,1,0
-1.00,-0.60,-1.00,-0.49,-1.08,-0.53,-0.96,-0.76,0,1,0
-1.00,-0.63,-1.16,-0.78,-0.87,-0.68,-1.46,-0.80,0,1,0
-1.00,-0.73,-0.97,-0.48,-1.10,-0.50,-0.88,-0.08,0,1,0
-1.00,-0.61,-1.06,-0.54,-0.99,-0.70,-2.18,-0.87,0,1,0
-1.00,-0.51,-1.18,-0.44,-1.06,-0.62,-3.39,0.13,0,1,0
-1.00,-0.68,-1.01,-0.46,-0.94,-0.48,-4.33,-0.91,0,1,0
-1.00,-0.52,-1.09,-0.71,-0.94,-0.64,-2.27,-0.12,0,1,0
-1.00,-0.56,-1.17,-0.54,-0.96,-0.80,-1.35,-0.32,0,1,0
-1.00,-0.57,-0.91,-0.57,-1.01,-0.64,-1.23,-1.07,0,1,0
-1.00,-0.70,-0.91,-0.71,-1.11,-0.58,-3.93,-0.36,0,1,0
-1.00,-0.66,-1.00,-0.73,-1.13,-0.48,-3.24,0.08,0,1,0
-1.00,-0.43,-1.05,-0.49,-1.07,-0.48,-4.29,-1.11,0,1,0
-1.00,-0.47,-1.04,-0.62,-0.90,-0.66,-2.73,0.03,0,1,0
-1.00,-0.59,-1.15,-0.61,-1.10,-0.52,-1.90,-0.09,0,1,0
-1.00,-0.75,-0.87,-0.78,-0.86,-0.53,-1.77,-1.07,0,1,0
-1.00,-0.47,-0.87,-0.45,-0.90,-0.43,-3.97,0.04,0,1,0
-1.00,-0.55,-0.93,-0.76,-1.11,-0.65,-3.90,-0.59,0,1,0
-1.00,-0.47,-1.13,-0.56,-0.92,-0.63,-1.65,-0.32,0,1,0
-1.00,-0.78,-1.01,-0.73,-1.12,-0.54,-3.35,-0.36,0,1,0
-1.00,-0.50,-1.08,-0.63,-1.08,-0.76,-2.31,-0.59,0,1,0
-1.00,-0.50,-0.98,-0.75,-1.15,-0.72,-2.72,0.09,0,1,0
-1.00,-0.65,-1.17,-0.44,-1.19,-0.72,-4.09,-0.09,0,1,0
-1.00,-0.62,-1.09,-0.79,-0.94,-0.48,-1.98,-1.15,0,1,0
-1.00,-0.55,-1.03,-0.45,-0.97,-0.76,-3.43,0.01,0,1,0
-1.00,-0.78,-1.20,-0.60,-0.99,-0.44,-1.91,-0.73,0,1,0
-1.00,-0.55,-0.85,-0.49,-0.92,-0.44,-1.74,-0.68,0,1,0
-1.00,-0.63,-0.95,-0.72,-0.86,-0.60,-1.72,-0.86,0,1,0
-1.00,-0.53,-1.18,-0.69,-0.88,-0.68,-1.87,-0.72,0,1,0
-1.00,-0.42,-1.05,-0.63,-1.14,-0.40,-1.56,0.09,0,1,0
-1.00,-0.70,-1.16,-0.57,-1.01,-0.52,-2.36,-0.16,0,1,0
-1.00,-0.79,-1.08,-0.43,-1.08,-0.61,-3.23,-0.02,0,1,0
-1.00,-0.65,-1.17,-0.51,-1.19,-0.64,-4.38,-0.65,0,1,0
-1.00,-0.43,-1.10,-0.52,-0.85,-0.47,-2.82,-0.53,0,1,0
-1.00,-0.51,-1.02,-0.62,-0.98,-0.58,-1.25,-0.48,0,1,0
-1.00,-0.65,-1.01,-0.54,-0.96,-0.67,-4.32,-0.96,0,1,0
-1.00,-0.72,-0.85,-0.58,-0.99,-0.65,-3.84,-1.29,0,1,0
-1.00,-0.67,-1.05,-0.67,-1.03,-0.44,-0.96,-0.77,0,1,0
-1.00,-0.79,-0.93,-0.50,-0.95,-0.72,-3.48,-0.08,0,1,0
-1.00,-0.51,-1.02,-0.40,-0.96,-0.58,-3.12,-0.23,0,1,0
-1.00,-0.50,-0.95,-0.72,-1.09,-0.78,-3.93,-0.64,0,1,0
-1.00,-0.43,-0.94,-0.48,-1.06,-0.69,-2.14,-1.03,0,1,0
-1.00,-0.77,-0.86,-0.72,-0.89,-0.76,-4.35,-0.77,0,1,0
-1.00,-0.75,-0.93,-0.78,-1.13,-0.54,-1.36,0.01,0,1,0
-1.00,-0.43,-1.19,-0.60,-0.85,-0.45,-3.75,-1.10,0,1,0
-1.00,-0.43,-0.95,-0.73,-1.05,-0.75,-2.10,-0.17,0,1,0
-1.00,-0.59,-0.93,-0.62,-1.13,-0.51,-1.03,-0.36,0,1,0
-1.00,-0.74,-1.08,-0.50,-0.90,-0.59,-3.32,-0.33,0,1,0
-1.00,-0.43,-1.03,-0.74,-0.88,-0.48,-2.72,-0.52,0,1,0
-1.00,-0.41,-1.09,-0.40,-0.89,-0.61,-1.30,-0.45,0,1,0
-1.00,-0.73,-1.08,-0.66,-1.05,-0.43,-0.96,-0.61,0,1,0
-1.00,-0.50,-1.18,-0.63,-0.85,-0.42,-1.97,-1.09,0,1,0
-1.00,-0.53,-1.18,-0.52,-1.03,-0.70,-0.92,-0.50,0,1,0
-1.00,-0.63,-0.97,-0.42,-0.98,-0.41,-4.42,-0.84,0,1,0
-1.00,-0.57,-1.18,-0.77,-1.17,-0.69,-2.44,-0.08,0,1,0
-1.00,-0.79,-1.10,-0.66,-0.87,-0.73,-4.10,-0.38,0,1,0
-1.00,-0.76,-0.89,-0.65,-1.00,-0.71,-3.52,-0.14,0,1,0
-1.00,-0.49,-1.17,-0.63,-1.07,-0.62,-1.93,-0.30,0,1,0
-1.00,-0.47,-0.90,-0.70,-0.94,-0.62,-1.49,-0.20,0,1,0
-1.00,-0.51,-1.04,-0.78,-1.08,-0.78,-3.98,-0.80,0,1,0
-1.00,-0.68,-1.10,-0.75,-1.18,-0.74,-1.48,-0.68,0,1,0
-1.00,-0.59,-1.06,-0.51,-1.13,-0.51,-3.35,-0.72,0,1,0
-1.00,-0.48,-1.03,-0.61,-0.95,-0.53,-4.16,-0.27,0,1,0
-1.00,-0.76,-0.97,-0.64,-0.98,-0.50,-3.77,-0.72,0,1,0
-1.00,-0.61,-1.03,-0.73,-0.92,-0.55,-1.58,-0.51,0,1,0
-1.00,-0.44,-0.88,-0.66,-1.12,-0.74,-4.07,-0.49,0,1,0
-1.00,-0.51,-1.11,-0.57,-1.16,-0.77,-3.09,-1.06,0,1,0
-1.00,-0.62,-1.12,-0.48,-0.91,-0.41,-2.18,-0.94,0,1,0
-1.00,-0.78,-1.01,-0.53,-1.18,-0.62,-2.42,-1.07,0,1,0
-1.00,-0.46,-0.92,-0.51,-0.95,-0.74,-0.86,-0.87,0,1,0
-1.00,-0.44,-0.97,-0.42,-0.94,-0.51,-2.72,-0.70,0,1,0
-1.00,-0.57,-0.87,-0.45,-1.04,-0.59,-0.96,-1.08,0,1,0
-1.00,-0.74,-1.00,-0.75,-1.16,-0.62,-3.35,-0.79,0,1,0
-1.00,-0.43,-1.07,-0.53,-1.19,-0.59,-0.84,0.05,0,1,0
-1.00,-0.40,-1.15,-0.67,-1.14,-0.40,-2.38,-0.88,0,1,0
-1.00,-0.63,-0.92,-0.47,-0.98,-0.77,-1.36,-0.10,0,1,0
-1.00,-0.75,-1.20,-0.57,-0.89,-0.49,-2.08,-0.87,0,1,0
-1.00,-0.54,-0.87,-0.49,-0.94,-0.46,-0.97,-0.40,0,1,0
-1.00,-0.69,-1.07,-0.41,-1.00,-0.44,-2.50,-0.13,0,1,0
-1.00,-0.58,-0.92,-0.44,-0.93,-0.62,-3.99,-0.42,0,1,0
-1.00,-0.75,-1.03,-0.48,-0.91,-0.43,-1.89,-0.09,0,1,0
-1.00,-0.64,-1.12,-0.63,-0.90,-0.79,-2.74,-0.58,0,1,0
-1.00,-0.54,-1.13,-0.54,-0.91,-0.58,-2.22,-1.16,0,1,0
-1.00,-0.42,-1.04,-0.73,-1.12,-0.44,-2.62,-0.86,0,1,0
-1.00,-0.41,-1.10,-0.60,-0.87,-0.62,-3.77,-0.78,0,1,0
-1.00,-0.66,-1.18,-0.56,-1.06,-0.44,-2.25,-0.56,0,1,0
-1.00,-0.79,-1.12,-0.72,-0.89,-0.66,-2.59,-0.45,0,1,0
-1.00,-0.72,-1.18,-0.41,-0.95,-0.64,-2.74,-0.93,0,1,0
-1.00,-0.68,-0.85,-0.63,-0.92,-0.57,-2.89,-1.21,0,1,0
-1.00,-0.64,-0.96,-0.45,-1.01,-0.49,-1.07,-1.04,0,1,0
-1.00,-0.77,-1.12,-0.48,-0.92,-0.60,-3.50,-1.29,0,1,0
-1.00,-0.70,-1.02,-0.48,-0.98,-0.64,-1.07,-0.77,0,1,0
-1.00,-0.79,-1.11,-0.58,-0.89,-0.58,-4.19,-0.11,0,1,0
-1.00,-0.61,-1.09,-0.75,-0.86,-0.74,-1.88,-1.05,0,1,0
-1.00,-0.61,-1.16,-0.48,-1.19,-0.60,-3.09,-0.49,0,1,0
-1.00,-0.51,-0.87,-0.64,-0.87,-0.73,-1.51,0.03,0,1,0
-1.00,-0.57,-0.87,-0.58,-0.91,-0.62,-2.01,-0.65,0,1,0
-1.00,-0.63,-1.12,-0.57,-1.07,-0.48,-1.36,-0.86,0,1,0
-1.00,-0.45,-1.19,-0.49,-0.91,-0.65,-1.72,-0.82,0,1,0
-1.00,-0.50,-1.16,-0.49,-1.19,-0.46,-2.56,-1.13,0,1,0
-1.00,-0.73,-1.14,-0.50,-0.94,-0.56,-2.03,-0.55,0,1,0
-1.00,-0.62,-0.88,-0.65,-1.02,-0.62,-3.05,-1.12,0,1,0
-1.00,-0.67,-0.87,-0.77,-1.12,-0.67,-4.05,-1.11,0,1,0
-1.00,-0.78,-1.10,-0.41,-0.99,-0.69,-3.67,-0.24,0,1,0
-1.00,-0.47,-1.00,-0.53,-1.02,-0.53,-1.68,-0.46,0,1,0
-1.00,-0.59,-0.95,-0.73,-1.11,-0.63,-1.43,-0.69,0,1,0
-1.00,-0.64,-0.92,-0.66,-0.86,-0.75,-3.39,-0.37,0,1,0
-1.00,-0.67,-1.13,-0.45,-0.85,-0.47,-3.07,-0.88,0,1,0
-1.00,-0.68,-1.01,-0.44,-0.85,-0.63,-1.57,-1.00,0,1,0
-1.00,-0.42,-0.88,-0.71,-1.03,-0.49,-1.48,-0.90,0,1,0
-1.00,-0.47,-1.13,-0.42,-1.17,-0.62,-2.16,-0.96,0,1,0
-1.00,-0.80,-1.12,-0.51,-1.17,-0.74,-3.92,-0.84,0,1,0
-1.00,-0.41,-1.18,-0.44,-1.00,-0.63,-3.48,-0.97,0,1,0
-1.00,-0.68,-1.18,-0.42,-1.08,-0.77,-2.29,-0.81,0,1,0
-1.00,-0.41,-1.09,-0.52,-0.88,-0.53,-2.41,-0.33,0,1,0
-1.00,-0.52,-0.88,-0.44,-0.88,-0.67,-3.16,-0.17,0,1,0
-1.00,-0.62,-0.86,-0.50,-1.05,-0.45,-4.13,-1.19,0,1,0
-1.00,-0.43,-0.91,-0.57,-1.05,-0.58,-3.68,-0.36,0,1,0
-1.00,-0.44,-1.17,-0.40,-0.97,-0.51,-0.96,-0.65,0,1,0
-1.00,-0.58,-0.88,-0.50,-1.01,-0.77,-2.90,-0.22,0,1,0
-1.00,-0.73,-1.08,-0.67,-1.03,-0.68,-3.03,-0.37,0,1,0
-1.00,-0.56,-0.90,-0.62,-1.18,-0.71,-2.35,-0.66,0,1,0
-1.00,-0.46,-1.06,-0.43,-1.00,-0.62,-3.63,-0.12,0,1,0
-1.00,-0.78,-0.95,-0.42,-0.98,-0.54,-2.99,-0.49,0,1,0
-1.00,-0.62,-1.14,-0.61,-1.14,-0.70,-1.17,-0.64,0,1,0
-1.00,-0.46,-1.03,-0.40,-0.94,-0.42,-3.00,-0.80,0,1,0
-1.00,-0.57,-1.13,-0.79,-1.11,-0.62,-0.96,0.02,0,1,0
-1.00,-0.41,-0.86,-0.65,-0.92,-0.51,-2.14,-0.61,0,1,0
-1.00,-0.59,-0.93,-0.57,-1.19,-0.41,-3.02,-0.15,0,1,0
-1.00,-0.56,-0.98,-0.53,-0.88,-0.52,-2.20,-0.67,0,1,0
-1.00,-0.79,-1.10,-0.56,-1.08,-0.43,-2.32,-0.89,0,1,0
-1.00,-0.50,-1.15,-0.72,-0.89,-0.62,-3.97,-0.63,0,1,0
-1.00,-0.66,-0.96,-0.50,-1.10,-0.65,-4.29,0.14,0,1,0
-1.00,-0.67,-1.15,-0.42,-1.04,-0.80,-1.18,-1.02,0,1,0
-1.00,-0.44,-1.03,-0.45,-0.99,-0.55,-1.81,-0.79,0,1,0
